id_centre_desservi,annee,production,distribution,cons_pop_branchee,cons_bf,cons_administrative,cons_industrielle,cons_autres,nbre_abonnes_particuliers,nbre_bf,abon_administratifs,abon_industrielle,autres_abonnes,taux_branchement,rend_distribution,rend_adduction,organisme_distributeur,dot_pop_branchee,dot_bf,dot_administrative,dot_industrielle,dot_globale_nette,dot_globale_brute,dr,kp,regie,cons_totale_calc,production_implied,lib_centre_uniformise,milieu,code_commune,lib_commune,lib_province,id_province,code_region_12,libelle_region,srm,id_dr_admin,type_centre,sa_centre,population_2024,menages_2024,mappable_on_map,id_dr,dr_volume_produit_traite_total,dr_debit_exploitable_total,dr_taux_utilisation_mean,dr_n_installations_actives
035510107,2009,612598.0,586864.0,270345.0,0.0,99450.0,18935.0,0.0,3274.0,,,,,0.973245521707263,0.662385152266965,0.957992027398065,ONEE,45.1897536897004,0.0,16.17889415962,3.0804158965551,63.2400354617303,99.6597104514317,DR1,1.2,,388730.0,612598.0000000002,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,,,,,
035510107,2010,617419.0,593073.0,280981.0,92.0,89412.0,19314.0,0.0,3365.0,,,,,0.973557678633945,0.657252985720139,0.96056810690957,ONEE,46.0233248166568,0.554818547037984,14.257997423346,3.07988818318016,62.1589175683672,98.4561189898992,DR1,1.2,,389799.0,617419.0000000002,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,,,,,
035510107,2011,608817.0,594014.0,286917.0,0.0,113149.0,10794.0,0.0,3449.0,0.0,131.0,8.0,,0.971137241080485,0.691667199762969,0.97568563295703,ONEE,46.1803341372786,0.0,17.6861017201738,1.68718929877909,64.2207333052046,95.16300975679,DR1,1.2,,410860.0,608816.9999999999,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,,,,,
035510107,2012,667124.0,659892.0,299745.0,0.0,133341.0,10353.0,0.0,3624.0,0.0,123.0,11.0,0.0,0.983576262862648,0.6719872342747,0.989159436626474,ONEE,46.692161899565,0.0,20.4297843438136,1.58623047158415,67.9413169215496,102.213118625046,DR1,1.2,,443439.0,667124.0000000001,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,59583344.0,39559.2,0.0,175.0
035510107,2013,607119.0,602766.0,316692.0,0.0,139029.0,8449.0,0.0,3703.0,0.0,122.0,13.0,0.0,0.978000848568096,0.770066659366985,0.992830071205151,ONEE,48.6313820105792,0.0,20.8796949523636,1.26889025061333,69.7101180763627,91.1785276437582,DR1,1.2,,464170.0,607118.9999999999,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,60549168.0,39559.2,0.0,175.0
035510107,2014,681728.0,674559.0,311071.0,0.0,130546.0,15308.0,660.0,3822.0,0.0,126.0,15.0,0.0,0.982242707493957,0.678346890338725,0.989484075760421,ONEE,46.6206300657311,0.0,19.21768169215,2.25349127007669,67.3611054885055,100.357205158534,DR1,1.2,,457585.0,681727.9999999998,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,62432536.0,39559.2,23.967476722532588,175.0
035510107,2015,686511.0,679489.0,328364.0,0.0,135286.0,16111.0,0.0,3937.0,0.0,130.0,20.0,0.0,0.977771219828242,0.706061466778712,0.989771467609405,ONEE,49.1961752002701,0.0,19.818277633153,2.36012795816069,70.2810098277656,100.568171105757,DR1,1.2,,479761.0,686510.9999999998,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,64290691.0,39992.4,13.197407407407407,175.0
035510107,2016,610928.0,605266.0,335119.0,0.0,120401.0,18183.0,0.0,4033.0,0.0,128.0,19.0,0.0,0.978392291845605,0.782636064143699,0.990732132100673,ONEE,49.9315107389685,0.0,17.551683198988,2.65066117064807,69.0549495968489,89.0591831744863,DR1,1.2,,473703.0,610928.0,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,67750318.0,39992.4,26.481981481481483,175.0
035510107,2017,623070.0,616571.0,344201.0,0.0,122657.0,13297.0,0.0,4135.0,0.0,125.0,13.0,0.0,0.97970323674323,0.778750541300191,0.989569390277176,ONEE,50.9661570127458,0.0,17.793305741575,1.92893668070899,69.6539514120348,90.3859951605138,DR1,1.2,,480155.0,623069.9999999999,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,70997527.0,39992.4,32.031893518518515,175.0
035510107,2018,645502.0,637917.0,335304.0,0.0,112900.0,13891.0,0.0,4233.0,0.0,127.0,13.0,0.0,0.979312227390614,0.724381071518709,0.98824945546257,ONEE,49.4262300061349,0.0,16.2979833730816,2.0052726929626,66.706967464873,93.183178594251,DR1,1.2,,462095.0,645502.0000000001,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,71008490.0,39992.4,35.97677314814815,175.0
035510107,2019,720433.0,712965.0,360126.0,0.0,124068.0,8615.0,0.0,4293.0,0.0,128.0,15.0,0.0,0.980903909232037,0.691210648489056,0.989634011767923,ONEE,52.740417802548,0.0,17.8227754475101,1.23757302834171,70.7936304729021,103.492565238225,DR1,1.2,,492809.0,720432.9999999999,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,75037651.0,40287.6,37.419673112338856,175.0
035510107,2020,806258.754568968,803638.492214664,394792.0,0.0,129211.0,5514.0,0.0,4393.0,0.0,127.0,14.0,0.0,0.979881686791244,0.658899499127722,0.99675009748489,ONEE,57.5951457986109,0.0,18.4710110081229,0.788239040784371,75.6956786650377,115.256551926994,DR1,1.2,,529517.0,806258.7545689672,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,72126341.0,40287.6,40.29801115241636,175.0
035510107,2021,855365.392209529,848750.78468878,378948.0,0.0,136338.0,5343.0,0.0,4533.0,0.0,131.0,15.0,0.0,0.975261913616518,0.613406207560567,0.992266921737782,ONEE,55.2745429312666,0.0,19.3947293684817,0.760067178745454,74.0619530606526,121.679797951188,DR1,1.2,,520629.0,855365.3922095291,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,75032464.0,44001.6,38.836135578583765,186.0
035510107,2022,824958.675551201,814984.80172618,365186.0,0.0,108663.0,4250.0,0.0,4617.0,0.0,127.0,15.0,0.0,0.980871034206083,0.586635479566443,0.987909850371163,ONEE,52.7041290182912,0.0,15.3824007470224,0.601632599641509,67.6799868837661,116.781654722044,DR1,1.2,,478099.0,824958.6755512012,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,54048827.0,46412.16,37.07116500994036,202.0
035510107,2023,860264.003178819,848840.428572877,362387.0,0.0,111071.0,3425.0,0.0,4904.0,0.0,121.0,8.0,0.0,0.984904679409201,0.561805239179954,0.98672085015329,ONEE,51.8318207415574,0.0,15.6465552499435,0.482479240585358,67.1784372811876,121.18526217712,DR1,1.2,,476883.0,860264.0031788191,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,DR1,45521963.0,46227.36,36.538498427672955,205.0
035510107,2024,,,,,,,,,,,,,,,,ONEE,,,,,,,DR1,1.2,,,,Tata,Urbain,09.551.01.07,Tata,Tata,9.551,09,Souss-Massa,SRM SM,DR1,Commune,URB,19544.0,4218.0,True,,,,,
0400105093,1994,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,1995,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,1996,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,1997,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,1998,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,1999,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2000,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2001,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2002,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2003,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2004,,,,,,,0.0,,,,,,,,,ONEE,,,,,,,DR1,1.24260201308822,,0.0,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2005,653573.0,645278.0,353137.0,0.0,7660.0,0.0,0.0,4920.0,,,,,0.969358186311103,0.559134202622746,0.987308227237049,ONEE,52.4109463132291,0.0,1.10202597217388,0.0,51.9070058332142,94.0279922600003,DR1,1.24260201308822,,360797.0,653573.0000000001,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2006,681172.0,596005.0,385581.0,0.0,9225.0,0.0,0.0,5181.0,,,,,0.969109636791088,0.662420617276701,0.87496990481112,ONEE,51.3122029790165,0.0,1.18971879414622,0.0,50.9168691860915,87.8485778261433,DR1,1.24260201308822,,394806.0,681171.9999999998,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2007,527367.330081106,522372.0,428201.0,0.0,7696.0,3732.0,0.0,5479.0,,,,,0.968516741291745,0.841601387516942,0.99052779761625,ONEE,51.1132362837613,0.0,0.889729301721601,0.431453970117596,50.8252083142627,60.9685767078804,DR1,1.24260201308822,,439629.0,527367.3300811062,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2008,504036.497701035,504036.497701035,460777.0,0.0,7914.0,2720.0,0.0,5841.0,,,,,0.971805228978498,0.935271557020487,1.0,ONEE,49.1382044484101,0.0,0.820169788202179,0.281888024249422,48.854821838031,52.2359751788762,DR1,1.24260201308822,,471411.0,504036.497701035,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2009,584655.59973169,584655.59973169,518643.0,0.0,13874.0,390.0,0.0,6088.0,,,,,0.949916692265419,0.911488746955578,1.0,ONEE,50.7230792155393,0.0,1.28891506231804,0.0362315751985033,49.5078462674584,54.315367504884,DR1,1.24260201308822,,532907.0,584655.59973169,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2010,668624.03460815,668624.03460815,546584.0,0.0,9814.0,482.0,0.0,6302.0,,,,,0.912272178579099,0.832874636829892,1.0,ONEE,49.8964881589291,0.0,0.817303858989786,0.0401406623225063,46.3766224775048,55.6825966678787,DR1,1.24260201308822,,556880.0,668624.03460815,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2011,715329.56978765,715329.56978765,623304.0,0.0,9713.0,2013.0,0.0,6534.0,0.0,19.0,3.0,,0.884042139832212,0.887744652004966,1.0,ONEE,52.6355699318108,0.0,0.725113134169327,0.150278259969408,47.4074532679448,53.4021276961515,DR1,1.24260201308822,,635030.0,715329.56978765,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
0400105093,2012,803668.0,803668.0,656619.0,0.0,12257.0,817.0,1196.0,6801.0,,18.0,3.0,0.0,0.888700039245375,0.834783766430914,1.0,ONEE,49.4453569089332,0.0,0.820259853577785,0.0546750673389125,44.8970639558576,53.7828666072572,DR1,1.24260201308822,,670889.0,803668.0,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,59583344.0,39559.2,0.0,175.0
0400105093,2013,870904.230427976,870772.0,676254.0,0.0,11781.0,560.0,949.0,7197.0,,18.0,2.0,0.0,0.867515366692106,0.791876633607879,0.999848168807366,ONEE,46.7643419752443,0.0,0.706747552466406,0.0335946549003639,41.3660584261009,52.2459412008837,DR1,1.24260201308822,,689544.0,870904.2304279759,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,60549168.0,39559.2,0.0,175.0
0400105093,2014,903950.0,903950.0,690776.0,0.0,37647.0,277.0,1351.0,7591.0,,18.0,0.0,0.0,0.809815732758621,0.807623209248299,1.0,ONEE,45.8720421550841,0.0,2.02454492508587,0.0148962452319915,39.2599954074392,48.6117721207897,DR1,1.24260201308822,,730051.0,903950.0,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,62432536.0,39559.2,23.967476722532588,175.0
0400105093,2015,943246.926262368,942704.0,749073.0,0.0,10887.0,321.0,445.0,8020.0,0.0,19.0,1.0,0.0,0.821023527237247,0.806961676199528,0.99942440706961,ONEE,46.9685812277622,0.0,0.560463227832989,0.0165250937939184,39.1622071696958,48.5583922969186,DR1,1.24260201308822,,760726.0,943246.9262623687,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,64290691.0,39992.4,13.197407407407407,175.0
0400105093,2016,1037092.03109421,1035489.0,827936.0,0.0,13523.0,357.0,389.0,8491.0,0.0,19.0,4.0,0.0,0.825740951463158,0.813340363828104,0.998454301984635,ONEE,49.4121442614752,0.0,0.666428874011394,0.0175933674496833,41.5048236217382,51.1090789416776,DR1,1.24260201308822,,842205.0,1037092.0310942131,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,67750318.0,39992.4,26.481981481481483,175.0
0400105093,2017,1114940.57381091,1110557.0,862725.0,0.0,15862.0,1482.0,305.0,8937.0,0.0,21.0,4.0,0.0,0.825571386343402,0.792731935416192,0.99606833412123,ONEE,49.2992559393343,0.0,0.748308294699561,0.069915073303792,41.5326671691988,52.5986180481522,DR1,1.24,,880374.0,1114940.5738109087,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,70997527.0,39992.4,32.031893518518515,175.0
0400105093,2018,1197099.0,1177574.0,899273.0,0.0,12396.0,2310.0,928.0,9303.0,0.0,21.0,4.0,0.0,0.816276938389934,0.776942255858231,0.983689736604909,ONEE,49.7529111691996,0.0,0.55981694218354,0.104322131045819,41.318202575211,54.062302490398,DR1,1.24,,914907.0,1197099.0,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,71008490.0,39992.4,35.97677314814815,175.0
0400105093,2019,1260659.0,1264408.0,930882.0,0.0,28990.0,6693.0,527.0,9625.0,0.0,24.0,6.0,0.0,0.802121583250298,0.764857545981993,1.00297384145911,ONEE,50.1719241365251,0.0,1.2532985637683,0.289352441783417,41.8094175450782,54.5009352915345,DR1,1.24,,967092.0,1260658.9999999998,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,75037651.0,40287.6,37.419673112338856,175.0
0400105093,2020,1307192.0,1307132.0,1005599.0,0.0,13776.0,10056.0,251.0,10089.0,0.0,25.0,6.0,0.0,0.798519356296894,0.787741406376709,0.999954100086292,ONEE,52.1179791614584,0.0,0.570126617272512,0.416172565570004,42.6139021142853,54.0987916002969,DR1,1.24,,1029682.0,1307191.9999999998,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,72126341.0,40287.6,40.29801115241636,175.0
0400105093,2021,1443901.0,1434377.0,1036299.0,0.0,12704.0,6094.0,262.0,10842.0,0.0,29.0,8.0,0.0,0.814923911475314,0.735761239897182,0.99340397991275,ONEE,50.3799877537365,0.0,0.503304165368498,0.241430697713761,41.8109713994909,57.2041394584178,DR1,1.24,,1055359.0,1443901.0000000005,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,75032464.0,44001.6,38.836135578583765,186.0
0400105093,2022,1481976.0,1450092.0,1089679.0,0.0,16781.0,5248.0,277.0,11248.0,0.0,29.0,6.0,0.0,0.802833201469991,0.766837552375987,0.97848548154626,ONEE,51.476042741942,0.0,0.636428666794028,0.199033290229132,42.1726435280947,56.2047559681036,DR1,1.24,,1111985.0,1481975.9999999998,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,54048827.0,46412.16,37.07116500994036,202.0
0400105093,2023,1558626.0,1545626.0,1110158.0,0.0,17601.0,1916.0,428.0,11776.0,0.0,30.0,0.0,0.0,0.79810814861929,0.731162001674402,0.991659320452758,ONEE,50.5006305155028,0.0,0.639015062830531,0.069561551070013,41.0290801403314,56.5868695710073,DR1,1.24,,1130103.0,1558625.9999999998,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,DR1,45521963.0,46227.36,36.538498427672955,205.0
0400105093,2024,,,,,,,,,,,,,,,,ONEE,,,,,,,DR1,1.24,,,,Drargua,Urbain,09.001.05.09,Drargua,Agadir-Ida -Ou-Tanane,9.001,09,Souss-Massa,SRM SM,DR1,CU,URB,78830.0,18648.0,True,,,,,
041630103,1994,28716.0,26238.0,16768.0,0.0,6916.0,669.0,0.0,255.0,,,,,0.350467289719627,0.928157633966003,0.91370664437944,ONEE,36.0311576685468,0.0,5.20834117797676,0.503814379419672,18.3398977309526,21.6256109408301,DR1,1.36335017572093,,24353.0,28716.0,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,1995,40107.0,37063.0,16449.0,0.0,9316.0,576.0,0.0,321.0,,,,,0.428591776167408,0.710708793136012,0.924103024409704,ONEE,28.1320811926017,0.0,6.82866291340647,0.422210158664891,19.3080517176943,29.3985813082861,DR1,1.36335017572093,,26341.0,40107.0,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,1996,77775.0,71183.0,27589.0,0.0,12439.0,4892.0,0.0,384.0,,,,,0.498080944304682,0.631049548347218,0.91524268723883,ONEE,39.5188212211764,0.0,8.87469460713879,3.49023281759972,32.0484992163899,55.4891368333644,DR1,1.36335017572093,,44920.0,77775.0,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,1997,87157.0,83524.0,32910.0,0.0,16642.0,5018.0,0.0,410.0,,,,,0.516631477972847,0.653345146305254,0.958316601076219,ONEE,44.236088888505,0.0,11.5567367686382,3.4846596025133,37.895152353358,60.5246068107317,DR1,1.36335017572093,,54570.0,87156.99999999999,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,1998,85866.0,81780.0,39143.0,0.0,9408.0,6330.0,0.0,450.0,,,,,0.55085363956539,0.671080948887258,0.952414226818531,ONEE,48.0296412256347,0.0,6.35899914613905,4.27853577753616,37.094837599836,58.0380336609668,DR1,1.36335017572093,,54881.0,85866.00000000001,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,1999,81900.0,77449.0,46320.0,499.0,11434.0,4908.0,0.0,514.0,,,,,0.61124021809107,0.815517308164082,0.945653235653236,ONEE,49.855128609535,0.844447060024141,7.52231299718739,3.2289235779426,41.5529833142691,53.8811819546657,DR1,1.36335017572093,,63161.0,81899.99999999997,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2000,87074.0,81364.0,48732.0,4210.0,10367.0,5555.0,0.0,546.0,,,,,0.630761132652534,0.846369401700998,0.934423593724878,ONEE,49.4725479007984,7.30112278659889,6.63847104036912,3.55712420461565,44.0968139021876,55.7575216908557,DR1,1.36335017572093,,68864.0,87073.99999999997,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2001,80711.0,74314.0,47978.0,3405.0,7820.0,5848.0,0.0,614.0,,,,,0.689068679594224,0.875353230885163,0.92074190630769,ONEE,43.3966645016071,6.82541976708872,4.87397698195178,3.64488713432916,40.5443832037015,50.3048025818811,DR1,1.36335017572093,,65051.0,80711.00000000003,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2002,94122.0,87809.0,52908.0,3779.0,9863.0,2874.0,0.0,677.0,,,,,0.738079321174477,0.790625106765821,0.932927477104184,ONEE,43.4867330168208,8.75277126656023,5.9833927128741,1.74351319647168,42.1160960862386,57.0991472088752,DR1,1.36335017572093,,69424.0,94122.0,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2003,121487.0,114375.0,65043.0,6205.0,9225.0,4920.0,0.0,791.0,,,,,0.837740379000947,0.746605464480874,0.941458756904031,ONEE,45.8449332353975,22.5803962035791,5.44711575169397,2.90512840090345,50.4222824264936,71.7348239919833,DR1,1.36335017572093,,85393.0,121486.99999999999,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2004,137321.0,129154.0,65626.0,6970.0,15851.0,6581.0,0.0,834.0,,,,,0.858056671108174,0.735772798364743,0.940526212305474,ONEE,43.9563826789084,28.2214793558727,9.1100057185387,3.78228172567681,54.6152055656612,78.922156032771,DR1,1.36335017572093,,95028.0,137321.0,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2005,159427.0,145976.0,66443.0,10788.0,19650.0,5014.0,0.0,906.0,,,,,0.831194949467991,0.698025702855264,0.915629096702566,ONEE,45.1533370428812,36.0993195795187,11.0995678256218,2.83222560191694,57.5567665949993,90.0544936252118,DR1,1.36335017572093,,101895.0,159427.00000000003,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
041630103,2006,169113.0,125205.0,68257.0,11896.0,11689.0,2376.0,0.0,959.0,,,,,0.814107374453221,0.752509883790583,0.740362952582001,ONEE,46.5468775899478,35.5274338726083,6.4893680213679,1.31908105216615,52.3068933388007,93.8862600904774,DR1,1.36335017572093,,94218.0,169113.0000000001,Ait Baha,Urbain,09.163.01.03,Ait Baha,Chtouka- Ait Baha,9.163,09,Souss-Massa,SRM SM,DR1,Commune,URB,6007.0,1611.0,True,,,,,
