id_centre_desservi,annee,distribution,production,cons_pop_branchee,cons_bf,cons_administrative,cons_industrielle,cons_autres,dot_pop_branchee,dot_bf,dot_administrative,dot_industrielle,dot_globale_nette,dot_globale_brute,rend_distribution,rend_adduction,taux_branchement,nbre_abonnes_particuliers,nbre_bf,abon_administratifs,abon_industrielle,autres_abonnes,dr,kp,regie,organisme_distributeur,consommation_totale,lib_centre_uniformise,milieu,code_commune,lib_commune,lib_province,code_region_12,libelle_region,srm,id_dr_admin,type_centre,sa_centre,population_2024,menages_2024,mappable,systeme_aep,n_installations_centre,capacite_equipee_centre,capacite_exploitable_centre,population_interp,pop_multi_ancre,dr_volume_produit_traite,dr_debit_exploitable,dr_n_installations
082750103,2024,,,,,,,,,,,,,,,,,,,,,,DR6,1.5,,ONEE,,Ain Bni Mathar,Urbain,02.275.01.03,Ain Bni Mathar,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,15488.0,3605.0,True,,,,,15488.000000000002,1,,,
082750117,1994,,,,,,,0.0,,,,,,,,,,,,,,,DR6,1.4,,ONEE,0.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,59367.0,1,,,
082750117,1995,,,,,,,0.0,,,,,,,,,,,,,,,DR6,1.4,,ONEE,0.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,57604.03035118123,1,,,
082750117,1996,2136870.0,2781147.0,880666.0,0.0,14868.0,58552.0,0.0,44.0256727341178,0.0,0.728784370358247,2.87004186529567,46.7664087152017,136.323410362438,0.446487619742895,0.768341263514658,0.980509321010215,9995.0,,,,,DR6,1.4,,ONEE,954086.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,55893.41406336531,1,,,
082750117,1997,1993369.0,2528731.0,828114.0,0.0,41921.0,225263.0,0.0,45.437870743712,0.0,2.11772890465529,11.3796418560952,55.3313192388334,127.744250633284,0.549470770339059,0.788288275818978,0.920684613811314,9277.0,,,,,DR6,1.4,,ONEE,1095298.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,54233.59644477968,1,,,
082750117,1998,2046321.0,2856629.0,986430.0,0.0,53345.0,199078.0,0.0,55.915684939679,0.0,2.77731207599012,10.3646402373973,64.4986671155046,148.725282937925,0.605405017101422,0.716341183961936,0.918467060852782,9104.0,,,,,DR6,1.4,,ONEE,1238853.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,52623.068971967645,1,,,
082750117,1999,1858953.0,3374256.0,970847.0,0.0,78329.0,63887.0,0.0,58.4241227297293,0.0,4.20286826646853,3.42795956720851,59.7231824902688,181.051123662259,0.598758010557556,0.550922336657325,0.891624079621557,8717.0,,,,,DR6,1.4,,ONEE,1113063.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,51060.36791876847,1,,,
082750117,2000,1652205.0,2152372.0,814109.0,0.0,71418.0,39302.0,0.0,51.4804544874941,0.0,3.94932716415806,2.17335204298272,51.1419010879769,119.023512377457,0.559754388831894,0.767620560014719,0.87449153914856,8427.0,,,,,DR6,1.4,,ONEE,924829.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,49544.07302601141,1,,,
082750117,2001,1401773.0,1491339.0,820620.0,0.0,66023.0,37637.0,0.0,51.8654599055488,0.0,3.76272878088263,2.14497710079941,52.6758093027308,84.9931717333765,0.659364961373917,0.9399425616845,0.901719632029047,8526.0,,,,,DR6,1.4,,ONEE,924280.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,48072.80621071471,1,,,
082750117,2002,1429955.0,1515845.26021275,778829.0,55.0,70515.0,28380.0,0.0,49.2334006525187,0.0455905429564879,4.14172637851726,1.66691051013713,51.5566962888534,89.0337701194569,0.613850785514229,0.943338372017804,0.929142174767361,8622.0,,,,,DR6,1.4,,ONEE,877779.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,46645.23031361639,1,,,
082750117,2003,1382564.0,1450726.02112624,804841.0,543.0,67816.0,32571.0,0.0,51.6334204452871,0.582418364896582,4.10510525200022,1.97162001832752,54.8290269141425,87.816783775786,0.655138568630458,0.953015235038437,0.943563912870204,9006.0,,,,,DR6,1.4,,ONEE,905771.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,45260.04788389841,1,,,
082750117,2004,1392940.0,1451273.76010053,806899.0,2174.0,64674.0,34113.0,0.0,53.2263777565732,2.50005142457674,4.03472632060958,2.12815998662453,56.6373911839165,90.5385848762663,0.651758151822763,0.959805130014554,0.945750597788607,9190.0,,,,,DR6,1.4,,ONEE,907860.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43916.0,1,,,
082750117,2005,1499383.0,1561711.0,821336.0,2819.0,71342.0,29506.0,0.0,54.0422252529859,3.45351447578942,4.45489016903471,1.84247693262788,57.7610211520228,97.5197076164581,0.616922427425148,0.960089927009543,0.949028722752349,9272.0,,,,,DR6,1.4,,ONEE,925003.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43766.13986819155,1,,,
082750117,2006,1384174.0,1441797.0,801528.0,3479.0,62746.0,29300.0,0.0,52.8295195916826,4.20511662997844,3.92179716710859,1.8313303955038,56.0682739002687,90.1162686090853,0.648078204040822,0.960033902137402,0.948289889420204,9352.0,,,,,DR6,1.4,,ONEE,897053.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43616.79112310105,1,,,
082750117,2007,1491036.0,1551905.0,819544.0,3551.0,89324.0,37253.0,0.0,53.9936191065656,4.40700189004573,5.5882343211052,2.33059976226022,59.4128080268754,97.089346470095,0.636920906000928,0.960777882666787,0.94959032691944,9454.0,,,,,DR6,1.4,,ONEE,949672.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43467.952019658806,1,,,
082750117,2008,1481640.0,1608351.0,816735.0,3302.0,73418.0,41147.0,0.0,53.7468309070819,4.26975884006064,4.59744303823153,2.57662955534219,58.5248775289066,100.71511220658,0.630788855592452,0.921216823939551,0.951573003986507,9565.0,,,,,DR6,1.4,,ONEE,934602.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43319.62081875004,1,,,
082750117,2009,1501816.0,1564464.0,840393.0,4784.0,74757.0,45825.0,0.0,54.6543360737947,8.27927266890707,4.68568440707662,2.87225929283259,60.5326843946909,98.0588382389972,0.643060801056854,0.959955614191186,0.963782359404043,9900.0,,,,,DR6,1.4,,ONEE,965759.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43171.79578719457,1,,,
082750117,2010,1563401.0,1627740.0,861143.0,6440.0,94861.0,41231.0,0.0,56.2763042868145,10.104679986074,5.951360116989,2.58673774241863,62.9682521312124,102.120649337743,0.641981807610459,0.9604734171305,0.960015484770801,9840.0,,,,,DR6,1.4,,ONEE,1003675.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,43024.47519772657,1,,,
082750117,2011,1613615.0,1680377.0,907708.0,5781.0,95227.0,29430.0,0.0,58.7203517980745,12.3979222450628,5.97992857067276,1.84810293125793,65.1920035906795,105.521904835828,0.643366602318397,0.960269629969941,0.970718726923134,10049.0,13.0,141.0,33.0,,DR6,1.4,,ONEE,1038146.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42877.6573289744,1,,,
082750117,2012,1602604.0,1666808.30532897,927384.0,7627.0,92663.0,22389.0,3747.0,60.5314564486884,12.9531893524734,5.82437879963544,1.40727169361059,66.2377499416576,104.768062296864,0.657561069359617,0.961480690296718,0.962989897484751,10191.0,13.0,145.0,30.0,0.0,DR6,1.4,,ONEE,1053810.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42731.34046544043,1,54526832.0,41588.4,122.0
082750117,2013,1553462.0,1613367.57852042,912013.0,7364.0,79251.0,31330.0,695.0,59.4292588768426,13.4282321103982,4.98603552926358,1.97111068796391,64.8429985279945,101.504183773893,0.663455559260542,0.962869231216756,0.965497897723251,10322.0,16.0,150.0,37.0,0.0,DR6,1.4,,ONEE,1030653.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42585.52289748108,1,56052385.0,41587.2,122.0
082750117,2014,1585864.0,1653070.33343438,923266.0,10241.0,79152.0,33515.0,9978.0,59.5612225679342,27.0522100654283,4.98448017562056,2.11055757385692,66.5096107039873,104.099660222233,0.6659789237917,0.959344540837075,0.976160475156691,10544.0,21.0,158.0,36.0,0.0,DR6,1.4,,ONEE,1056152.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42440.20292128679,1,62501412.0,41588.4,122.0
082750117,2015,1674192.0,1769756.24243356,899714.0,10477.0,111589.0,45913.0,20418.0,58.0841161714317,35.3411851396979,7.06872471130387,2.90840815555382,68.9275566081027,112.107104498422,0.649932026912087,0.946001466110297,0.981220867870566,10781.0,22.0,165.0,37.0,0.0,DR6,1.4,,ONEE,1088111.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42295.37883886213,1,65711822.0,40939.32,122.0
082750117,2016,1729508.50276292,1805922.82846966,945856.0,14803.0,77840.0,113593.0,4341.0,61.5480530620822,45.4509190446384,4.96002896886458,7.23823960252099,73.6888640872427,115.074891376456,0.668648346135667,0.957686826645027,0.979246638286799,10948.0,22.0,168.0,39.0,0.0,DR6,1.4,,ONEE,1156433.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42151.048958005944,1,68681181.0,47749.32,122.0
082750117,2017,1712337.37698537,1784512.71808811,989402.0,17425.0,104094.0,110308.0,1510.0,64.4936304145759,66.9986501992026,6.67219585365069,7.07049955064173,78.3748735363901,114.383330051822,0.71407598551208,0.95955459416391,0.983329454080636,11122.0,29.0,166.0,44.0,0.0,DR6,1.4,,ONEE,1222739.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,42007.2115922916,1,69672052.0,47479.56,122.0
082750117,2018,1694559.07400145,1767515.53229241,973925.0,23478.0,135344.0,79660.0,1607.0,64.0436591968192,77.6893952770434,8.72657446681128,5.13623745438429,78.2759751060367,113.964090863247,0.716418812790801,0.958723724370144,0.980514832264497,11292.0,29.0,167.0,45.0,0.0,DR6,1.4,,ONEE,1214014.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41863.86506104726,1,69839585.0,46351.56,122.0
082750117,2019,1684813.9268904,1752022.52568756,1024662.0,10160.0,128382.0,62324.0,0.0,67.745230694387,34.6796876626513,8.32665615973265,4.04223737361295,79.4858334511445,113.633446709871,0.727396646264618,0.961639420834054,0.980998625185586,11367.0,0.0,168.0,46.0,0.0,DR6,1.4,,ONEE,1225528.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41721.00768933627,1,74402317.0,46915.56,122.0
082750117,2020,1727783.0,1798310.0,1115494.0,0.0,119124.0,30313.0,0.0,74.4317932138122,0.0,7.77190467181983,1.97768498637449,82.5268052485622,117.325592578996,0.732112192329708,0.96078151153027,0.977770552716748,11473.0,0.0,161.0,51.0,0.0,DR6,1.4,,ONEE,1264931.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41578.63780793757,1,78735192.0,49507.68,122.0
082750117,2021,1806940.0,1873710.0,1149320.0,0.0,139909.0,41335.0,0.0,77.250619950523,0.0,9.18196329660377,2.7127379429852,87.3224010734284,122.968046719507,0.736363133252903,0.964364816326966,0.976402517962302,11606.0,0.0,159.0,53.0,0.0,DR6,1.4,,ONEE,1330564.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41436.75375332619,1,82396565.0,51413.32,132.0
082750117,2022,1750354.0,1824210.0,1157550.0,0.0,99816.0,42992.0,0.0,77.8749982478622,0.0,6.58948941737821,2.83817553330051,85.844907427698,120.427711890634,0.742911433915654,0.959513433212185,0.981280824351313,11820.0,0.0,156.0,44.0,0.0,DR6,1.4,,ONEE,1300358.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41295.35386765382,1,82367498.0,53209.32,144.0
082750117,2023,1816177.0,1886084.0,1219156.0,0.0,93882.0,48636.0,0.0,82.8199636212427,0.0,6.23441400115915,3.22976672163329,90.4245696791119,125.249020014084,0.749747408980512,0.962935372973844,0.977546782398655,11937.0,0.0,155.0,142.0,0.0,DR6,1.4,,ONEE,1361674.0,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41154.43649872944,1,86662377.0,54412.76,148.0
082750117,2024,,,,,,,,,,,,,,,,,,,,,,DR6,1.4,,ONEE,,Jerada,Urbain,02.275.01.17,Jerada,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,41014.0,10141.0,True,,,,,41014.0,1,,,
082750135,1994,,,,,,,0.0,,,,,,,,,,,,,,,DR6,1.4,,ONEE,0.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,4638.0,1,,,
082750135,1995,,,,,,,0.0,,,,,,,,,,,,,,,DR6,1.4,,ONEE,0.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,4500.01973489142,1,,,
082750135,1996,31685.0,38980.0,24171.0,0.0,5865.0,111.0,0.0,31.841099157147,0.0,6.94354430040532,0.1314123473734,35.6908832096026,46.1482279334696,0.951459681237179,0.812852744997435,0.898710387496178,477.0,,,,,DR6,1.4,,ONEE,30147.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,4366.144375681812,1,,,
082750135,1997,31123.0,32671.0,24126.0,0.0,5356.0,123.0,549.0,31.9829702201423,0.0,6.53503219058218,0.150076355384916,36.7918895957459,39.8629642827689,0.968865469267101,0.952618530194974,0.92039381728141,474.0,,,,,DR6,1.4,,ONEE,30154.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,4236.251801628575,1,,,
082750135,1998,38757.0,41293.0,29382.0,0.0,5611.0,944.0,700.0,38.7056876188529,0.0,7.0557210121483,1.18706124317733,46.0702995405591,51.9251270280947,0.945300203834146,0.938585232363839,0.954569818206715,477.0,,,,,DR6,1.4,,ONEE,36637.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,4110.223525075015,1,,,
082750135,1999,41562.0,43429.0,30223.0,0.0,6417.0,1946.0,700.0,40.3271598372522,0.0,8.31624239649466,2.52195850141477,50.9134952140703,56.282700800587,0.945238438958664,0.957010292661586,0.971258951961295,483.0,,,,,DR6,1.4,,ONEE,39286.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3987.944583366223,1,,,
082750135,2000,44031.0,46342.0,29893.0,0.0,7539.0,1247.0,465.0,41.0214181696271,0.0,10.0693818867254,1.66554174462747,52.2822502419389,61.8961792538302,0.889010015670777,0.95013163005481,0.973302637745023,482.0,,,,,DR6,1.4,,ONEE,39144.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3869.303433980454,1,,,
082750135,2001,46862.0,49308.0,30576.0,0.0,8882.0,1859.0,578.0,42.9146314541502,0.0,12.2262650402448,2.55895369396701,57.6693733236944,67.873528102273,0.894007938201528,0.950393445282713,0.980750006844349,484.0,,,,,DR6,1.4,,ONEE,41895.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3754.1918527803323,1,,,
082750135,2002,47702.0,50170.6732048697,29606.0,0.0,8073.0,973.0,1142.0,42.7958746204379,0.0,11.4528074292755,1.38035199166171,56.4539847442819,71.1749112860749,0.834220787388369,0.950794497120081,0.981419842254974,483.0,,,,,DR6,1.4,,ONEE,39794.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3642.504835291091,1,,,
082750135,2003,55934.0,58890.2130642416,29584.0,0.0,8093.0,1617.0,5791.0,44.0967654216682,0.0,11.8326090314173,2.36418247915505,65.9178522403867,86.1021706370982,0.806039260557085,0.949801284281027,0.980891867936211,475.0,,,,,DR6,1.4,,ONEE,45085.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3534.140500915767,1,,,
082750135,2004,104861.0,120804.375283405,58019.0,1216.32,10928.0,2753.0,7471.68,47.5246230849157,39.535556187482,8.7313286752398,2.19961089338719,64.2289576816597,96.521111457396,0.766614852042227,0.86802319662676,0.975418994413408,873.0,,,,,DR6,1.4,,ONEE,80388.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3429.0,1,,,
082750135,2005,106518.0,118708.805919981,57984.0,1232.28,10928.0,2835.0,7569.72,47.9345564245734,39.9496150408919,8.80938586949088,2.28537783125976,64.9329449489038,95.6946996207554,0.756200829906682,0.897304957071184,0.975134239392025,873.0,,,,,DR6,1.4,,ONEE,80549.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3409.8691864994375,1,,,
082750135,2006,98916.0,109500.646582764,55235.0,1372.98,10928.0,2226.0,8434.02,46.0875938926976,44.2543387666999,8.88814088715475,1.81048697060821,63.5996582002153,89.0608687831393,0.790529338024182,0.903337131669229,0.974766435776941,873.0,,,,,DR6,1.4,,ONEE,78196.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3390.845106164578,1,,,
082750135,2007,96874.0,107233.523636596,55177.0,1310.82,10928.0,1898.0,8052.18,46.8479917853555,32.1111974456537,8.96759996670206,1.55751324458277,63.4871283879824,87.9966455886606,0.798625018064703,0.903392863674764,0.966501751617481,866.0,,,,,DR6,1.4,,ONEE,77366.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3371.9271635179375,1,,,
082750135,2008,101766.0,111469.776427892,56962.0,1625.4,10928.0,1161.0,9984.6,48.3317535009679,55.5714219067778,9.04776940237476,0.961242704626381,66.7827715743915,92.2907057516322,0.792612463887743,0.912947018116886,0.97578359990978,864.0,,,,,DR6,1.4,,ONEE,80661.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3353.1147664042774,1,,,
082750135,2009,97012.0,103667.633798673,53372.0,1465.94,10928.0,1832.0,9005.06,45.8792043887368,43.379036085976,9.12865554468468,1.53035294270336,63.9899707805162,86.5982906369507,0.789623964045685,0.935798343660486,0.971770549045784,861.0,,,,,DR6,1.4,,ONEE,76603.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3334.407325972063,1,,,
082750135,2010,96589.0,103113.416594833,54462.0,1423.66,10928.0,1832.0,8745.34,46.9965162179835,51.4878538225591,9.21026480091659,1.54403414305263,65.2261715966083,86.9053689024194,0.801240306867242,0.936725822785316,0.976695868413689,866.0,,,,,DR6,1.4,,ONEE,77391.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3315.8042566550375,1,,,
082750135,2011,103107.0,108161.252309301,58541.0,12023.0,13073.0,1567.0,0.0,51.3661228637004,331.139823254355,11.1166002313933,1.3324954151758,72.4530563845815,91.9747114242607,0.826364844287973,0.953271137293719,0.969125625953223,860.0,22.0,33.0,6.0,,DR6,1.4,,ONEE,85204.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3297.3049761538896,1,,,
082750135,2012,101474.66560751,104660.866190266,61179.0,1200.8,15879.0,1322.0,11014.2,53.5363882037496,52.635484679504,13.6233894612082,1.13421001748959,77.7259883014142,89.7937994494231,0.892784415278677,0.969556906045822,0.980427149612258,855.0,21.0,32.0,6.0,0.0,DR6,1.4,,ONEE,90595.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3278.9089054180254,1,54526832.0,41588.4,122.0
082750135,2013,104918.848706026,108454.570721226,59784.0,1223.8,19040.0,924.0,11014.2,52.6525563758023,61.8149998761261,16.4814062431165,0.799832950033595,79.6249282919808,93.8804537279065,0.876734744371218,0.967399050204266,0.982862640930527,858.0,20.0,32.0,6.0,0.0,DR6,1.4,,ONEE,91986.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3260.61546862745,1,56052385.0,41587.2,122.0
082750135,2014,112616.132727071,116144.45139807,60721.0,1583.7,17937.0,2115.0,15053.3,54.3117926539424,58.661326164258,15.6654337753984,1.84715350587989,85.0738643062694,101.435759143471,0.864973762116986,0.969621289450095,0.976421636615811,880.0,25.0,31.0,6.0,0.0,DR6,1.4,,ONEE,97410.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3242.4240931747345,1,62501412.0,41588.4,122.0
082750135,2015,106182.312473415,109156.664492595,60847.0,1699.5,13360.0,2562.0,15295.5,54.3253527668553,76.0784908758418,11.6948138070169,2.24267312676477,82.0772845659532,95.5514122032868,0.883047259151339,0.972751530719577,0.980445526218515,882.0,34.0,31.0,6.0,0.0,DR6,1.4,,ONEE,93764.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3224.334209647101,1,65711822.0,40939.32,122.0
082750135,2016,154706.35776402,159023.528089949,61777.0,2181.8,12933.0,1995.0,19636.2,55.4394607298554,85.6957509077699,11.3469820554956,1.75034633887835,86.4407881430132,139.521929918677,0.869299115716607,0.972852002607522,0.97766238819489,889.0,43.0,31.0,6.0,0.0,DR6,1.4,,ONEE,98523.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3206.3452518085933,1,68681181.0,47749.32,122.0
082750135,2017,113265.242439774,116269.404264957,63509.0,2002.6,13062.0,1667.0,18323.4,57.4929410842054,61.5651291800205,11.4864283192851,1.46592221774982,86.6749594902781,102.244692835354,0.870205173951829,0.974162060568091,0.971395474757281,893.0,43.0,33.0,6.0,0.0,DR6,1.4,,ONEE,98564.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3188.4566565823575,1,69672052.0,47479.56,122.0
082750135,2018,120468.359144321,124210.341873831,66365.0,1831.6,18632.0,2073.0,16484.4,60.0110880994033,63.8437561351201,16.4221131313853,1.82712755052393,92.8864756582319,109.47811755797,0.874802319451766,0.969873823120852,0.974713904786041,895.0,35.0,32.0,8.0,0.0,DR6,1.4,,ONEE,105386.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3170.667864033013,1,69839585.0,46351.56,122.0
082750135,2019,125676.179009713,129165.996565548,66248.0,2086.7,20089.0,2286.0,19600.3,60.1263652214482,69.1864690926,17.74688437154,2.01948218793073,97.4492914044791,114.10692447526,0.877731968533788,0.972981917465687,0.973355802151621,893.0,40.0,31.0,8.0,0.0,DR6,1.4,,ONEE,110310.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3152.9783173491273,1,74402317.0,46915.56,122.0
082750135,2020,135121.670365565,139300.691098521,70349.0,2724.5,20031.0,1317.0,24520.5,63.9450047842486,93.1886945010525,17.7362037288607,1.16612152717835,105.315737802314,123.342091602739,0.880258508337028,0.97,0.974113006042583,904.0,52.0,37.0,7.0,0.0,DR6,1.4,,ONEE,118942.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3135.3874628257904,1,78735192.0,49507.68,122.0
082750135,2021,153521.53224001,157991.540380939,71089.0,2957.6,22980.0,3361.0,34012.4,64.2299515223297,147.781274188953,20.3939945507428,2.98277700979314,119.275581706694,140.212298241615,0.875447229056336,0.971707294389621,0.9822387999721,945.0,64.0,45.0,17.0,0.0,DR6,1.4,,ONEE,134400.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3117.894749847277,1,82396565.0,51413.32,132.0
082750135,2022,141343.430473619,145717.554571633,68287.0,1514.2,23092.0,2128.0,28769.8,62.0301336212324,64.827221519207,20.5403604369569,1.89285843624823,110.112236222559,129.615931616719,0.875817146825974,0.969982174688057,0.979223502072534,990.0,62.0,45.0,18.0,0.0,DR6,1.4,,ONEE,123791.0,Touissit,Urbain,02.275.01.35,Touissit,Jerada,02,Oriental,SRM ORI,DR6,Commune,URB,3066.0,808.0,True,,,,,3100.4996308698173,1,82367498.0,53209.32,144.0
