id_centre_desservi,annee,type_consommation,consommation,dotation
045410107,2021,Administrative,46508.0,4.49062289105232
045410107,2021,Autres,0.0,
045410107,2021,Bornes Fontaines,0.0,0.0
045410107,2021,Industrielle,0.0,0.0
045410107,2021,Population branchée,615963.0,60.9325183681402
045410107,2022,Administrative,80960.0,7.64542013452791
045410107,2022,Autres,0.0,
045410107,2022,Bornes Fontaines,0.0,0.0
045410107,2022,Industrielle,0.0,0.0
045410107,2022,Population branchée,593697.0,57.2816616321577
045410107,2023,Administrative,37984.0,3.50819308445914
045410107,2023,Autres,0.0,
045410107,2023,Bornes Fontaines,0.0,0.0
045410107,2023,Industrielle,0.0,0.0
045410107,2023,Population branchée,644971.0,61.017828806654
045410107,2024,Administrative,,
045410107,2024,Autres,,
045410107,2024,Bornes Fontaines,,
045410107,2024,Industrielle,,
045410107,2024,Population branchée,,
045410109,1994,Administrative,66040.0,3.83931389995576
045410109,1994,Autres,0.0,
045410109,1994,Bornes Fontaines,3557.0,0.840538682029675
045410109,1994,Industrielle,127285.0,7.39986477522515
045410109,1994,Population branchée,631440.0,48.687735076543
045410109,1995,Administrative,68229.0,3.83413125086477
045410109,1995,Autres,0.0,
045410109,1995,Bornes Fontaines,3784.0,1.20473681934633
045410109,1995,Industrielle,125360.0,7.04460996949109
045410109,1995,Population branchée,753754.0,51.4359317835557
045410109,1996,Administrative,52408.0,2.8467345281908
045410109,1996,Autres,0.0,
045410109,1996,Bornes Fontaines,3094.0,0.964493190397799
045410109,1996,Industrielle,129903.0,7.05616233047567
045410109,1996,Population branchée,797987.0,52.4923649372234
045410109,1997,Administrative,52331.0,2.74763999445274
045410109,1997,Autres,0.0,
045410109,1997,Bornes Fontaines,4820.0,1.4512905412972
045410109,1997,Industrielle,99208.0,5.2089176314167
045410109,1997,Population branchée,877334.0,55.7936628930347
045410109,1998,Administrative,40898.0,2.07565074200772
045410109,1998,Autres,0.0,
045410109,1998,Bornes Fontaines,4754.0,1.33047443434635
045410109,1998,Industrielle,84841.0,4.30584098495469
045410109,1998,Population branchée,947672.0,58.7501765942901
045410109,1999,Administrative,38618.0,1.89449472174377
045410109,1999,Autres,0.0,
045410109,1999,Bornes Fontaines,3172.0,0.982881926859925
045410109,1999,Industrielle,82651.0,4.05463471041599
045410109,1999,Population branchée,995524.0,58.0240830515375
045410109,2000,Administrative,45000.0,2.13386798754618
045410109,2000,Autres,0.0,
045410109,2000,Bornes Fontaines,3100.0,0.999585099908458
045410109,2000,Industrielle,80000.0,3.79354308897098
045410109,2000,Population branchée,1055000.0,58.6528911867155
045410109,2001,Administrative,51439.0,2.35775657387806
045410109,2001,Autres,0.0,
045410109,2001,Bornes Fontaines,3364.0,1.45719434590408
045410109,2001,Industrielle,72656.0,3.33025839599689
045410109,2001,Population branchée,1104738.0,56.6288953689084
045410109,2002,Administrative,52810.0,2.33977463071868
045410109,2002,Autres,0.0,
045410109,2002,Bornes Fontaines,3291.0,1.52953816931234
045410109,2002,Industrielle,26916.0,1.19252743723583
045410109,2002,Population branchée,1115751.0,54.6429977324017
045410109,2003,Administrative,59078.0,2.53008468464897
045410109,2003,Autres,0.0,
045410109,2003,Bornes Fontaines,2830.0,1.43773211145442
045410109,2003,Industrielle,20757.0,0.888942885664016
045410109,2003,Population branchée,1220256.0,57.0697677399562
045410109,2004,Administrative,70226.0,2.90709094480456
045410109,2004,Autres,0.0,
045410109,2004,Bornes Fontaines,2917.0,1.93964126399801
045410109,2004,Industrielle,9735.0,0.402992201573098
045410109,2004,Population branchée,1267270.0,55.9429263137657
045410109,2005,Administrative,63505.0,2.55103146494011
045410109,2005,Autres,0.0,
045410109,2005,Bornes Fontaines,2861.0,1.02576113266679
045410109,2005,Industrielle,19190.0,0.770873062155748
045410109,2005,Population branchée,1324158.0,59.9039017427936
045410109,2006,Administrative,73361.0,2.85969915062407
045410109,2006,Autres,0.0,
045410109,2006,Bornes Fontaines,2938.0,1.1512623361777
045410109,2006,Industrielle,20781.0,0.810068129511851
045410109,2006,Population branchée,1336988.0,57.8747195137709
045410109,2007,Administrative,86369.0,3.26708327010804
045410109,2007,Autres,0.0,
045410109,2007,Bornes Fontaines,2226.0,1.03850286884606
045410109,2007,Industrielle,9628.0,0.364198702365435
045410109,2007,Population branchée,1396564.0,57.4891627220434
045410109,2008,Administrative,70768.0,2.59768474079811
045410109,2008,Autres,0.0,
045410109,2008,Bornes Fontaines,1683.0,0.853547286965113
045410109,2008,Industrielle,4256.0,0.156225218415622
045410109,2008,Population branchée,1434513.0,56.7652988155527
045410109,2009,Administrative,75814.0,2.70051218320929
045410109,2009,Autres,0.0,
045410109,2009,Bornes Fontaines,1521.0,0.729437069522774
045410109,2009,Industrielle,8814.0,0.313956714891797
045410109,2009,Population branchée,1486156.0,57.1845584430804
045410109,2010,Administrative,79187.0,2.73714515155861
045410109,2010,Autres,0.0,
045410109,2010,Bornes Fontaines,1798.0,1.00099013253073
045410109,2010,Industrielle,5304.0,0.183335874371638
045410109,2010,Population branchée,1539436.0,56.7339772881908
045410109,2011,Administrative,106929.0,3.58663062808219
045410109,2011,Autres,0.0,
045410109,2011,Bornes Fontaines,1726.0,1.08908770973781
045410109,2011,Industrielle,3571.0,0.119779086804155
045410109,2011,Population branchée,1668868.0,59.1201661455433
045410109,2012,Administrative,108620.0,3.53547812691683
045410109,2012,Autres,8169.0,
045410109,2012,Bornes Fontaines,2099.0,1.1238903445359
045410109,2012,Industrielle,3406.0,0.110862074206212
045410109,2012,Population branchée,1781344.0,61.7338128896439
045410109,2013,Administrative,91335.0,2.88484708742025
045410109,2013,Autres,2878.0,
045410109,2013,Bornes Fontaines,482.0,0.386661716895513
045410109,2013,Industrielle,2816.0,0.0889443192442703
045410109,2013,Population branchée,1725878.0,56.7467493251987
045410109,2014,Administrative,82574.0,2.53090647394253
045410109,2014,Autres,3476.0,
045410109,2014,Bornes Fontaines,314.0,0.188726087870632
045410109,2014,Industrielle,3276.0,0.100409930591176
045410109,2014,Population branchée,1771197.0,57.2046452012821
045410109,2015,Administrative,86481.0,2.62034061222255
045410109,2015,Autres,1294.0,
045410109,2015,Bornes Fontaines,161.0,0.13692448178329
045410109,2015,Industrielle,4633.0,0.140378095262856
045410109,2015,Population branchée,1815681.0,57.0468470264123
045410109,2016,Administrative,127127.0,3.8078437111292
045410109,2016,Autres,1229.0,
045410109,2016,Bornes Fontaines,158.0,0.263447761380264
045410109,2016,Industrielle,3856.0,0.115499031284575
045410109,2016,Population branchée,1872235.0,57.105019352115
045410109,2017,Administrative,93697.0,2.77441404070378
045410109,2017,Autres,2043.0,
045410109,2017,Bornes Fontaines,106.0,0.129430709611232
045410109,2017,Industrielle,3631.0,0.107515687607879
045410109,2017,Population branchée,1952044.0,59.2374956254437
045410109,2018,Administrative,81745.0,2.39282566035524
045410109,2018,Autres,2809.0,
045410109,2018,Bornes Fontaines,111.0,0.149225756232394
045410109,2018,Industrielle,4262.0,0.12475653513284
045410109,2018,Population branchée,1969652.0,58.9386188972512
045410109,2019,Administrative,113401.0,3.28148946900569
045410109,2019,Autres,10603.0,
045410109,2019,Bornes Fontaines,181.0,0.306962894763777
045410109,2019,Industrielle,4966.0,0.143701349221632
045410109,2019,Population branchée,2052589.0,60.426897354069
045410109,2020,Administrative,94328.0,2.69835464386632
045410109,2020,Autres,2499.0,
045410109,2020,Bornes Fontaines,187.0,0.240599565218857
045410109,2020,Industrielle,3023.0,0.0864761904037812
045410109,2020,Population branchée,2228172.0,65.1886369391407
045410109,2021,Administrative,97329.0,2.75235807914466
045410109,2021,Autres,1897.0,
045410109,2021,Bornes Fontaines,105.0,0.148035891516933
045410109,2021,Industrielle,4464.0,0.12623705643027
045410109,2021,Population branchée,2200336.0,63.4967140294671
045410109,2022,Administrative,115362.0,3.22500001734148
045410109,2022,Autres,59498.0,
045410109,2022,Bornes Fontaines,78.0,0.118738125108079
045410109,2022,Industrielle,6924.0,0.193563739533576
045410109,2022,Population branchée,2228977.0,63.4778386302437
045410109,2023,Administrative,95357.0,2.63526197417361
045410109,2023,Autres,65431.0,
045410109,2023,Bornes Fontaines,43.0,0.063583892672166
045410109,2023,Industrielle,5213.0,0.144065151707447
045410109,2023,Population branchée,2313419.0,65.1506826596666
045410109,2024,Administrative,,
045410109,2024,Autres,,
045410109,2024,Bornes Fontaines,,
045410109,2024,Industrielle,,
045410109,2024,Population branchée,,
045410111,1994,Administrative,14143.0,7.80736353122697
045410111,1994,Autres,0.0,
045410111,1994,Bornes Fontaines,0.0,0.0
045410111,1994,Industrielle,7814.0,4.31356421077618
045410111,1994,Population branchée,42185.0,35.0016179484412
045410111,1995,Administrative,12107.0,6.5751067705022
045410111,1995,Autres,0.0,
045410111,1995,Bornes Fontaines,0.0,0.0
045410111,1995,Industrielle,6496.0,3.52786764526161
045410111,1995,Population branchée,41755.0,32.4992376687706
045410111,1996,Administrative,15336.0,8.19373235519775
045410111,1996,Autres,0.0,
045410111,1996,Bornes Fontaines,0.0,0.0
045410111,1996,Industrielle,6557.0,3.50328006344755
045410111,1996,Population branchée,45252.0,34.696680962112
045410111,1997,Administrative,20999.0,11.0375248478831
045410111,1997,Autres,0.0,
045410111,1997,Bornes Fontaines,0.0,0.0
045410111,1997,Industrielle,8372.0,4.40050278710782
045410111,1997,Population branchée,51350.0,39.0898272829591
045410111,1998,Administrative,22258.0,11.5096634720698
045410111,1998,Autres,0.0,
045410111,1998,Bornes Fontaines,0.0,0.0
045410111,1998,Industrielle,9062.0,4.68598123748299
045410111,1998,Population branchée,51910.0,38.5284477370228
045410111,1999,Administrative,8721.0,4.43655817666893
045410111,1999,Autres,0.0,
045410111,1999,Bornes Fontaines,0.0,0.0
045410111,1999,Industrielle,8270.0,4.20712488488156
045410111,1999,Population branchée,55900.0,39.8691494625662
045410111,2000,Administrative,19656.0,9.83735727759969
045410111,2000,Autres,0.0,
045410111,2000,Bornes Fontaines,0.0,0.0
045410111,2000,Industrielle,4632.0,2.31820507274327
045410111,2000,Population branchée,56639.0,38.0603579717794
045410111,2001,Administrative,11228.0,5.52826829544418
045410111,2001,Autres,0.0,
045410111,2001,Bornes Fontaines,211.0,0.442465965196548
045410111,2001,Industrielle,7973.0,3.92562193797439
045410111,2001,Population branchée,50973.0,32.7981419452265
045410111,2002,Administrative,14637.0,7.08993392098041
045410111,2002,Autres,0.0,
045410111,2002,Bornes Fontaines,0.0,0.0
045410111,2002,Industrielle,2955.0,1.43135579261441
045410111,2002,Population branchée,56940.0,36.0541549680298
045410111,2003,Administrative,20430.0,9.73558130632395
045410111,2003,Autres,0.0,
045410111,2003,Bornes Fontaines,0.0,0.0
045410111,2003,Industrielle,6844.0,3.26139591093887
045410111,2003,Population branchée,60947.0,38.1657779568724
045410111,2004,Administrative,17662.0,8.28012339080945
045410111,2004,Autres,0.0,
045410111,2004,Bornes Fontaines,0.0,0.0
045410111,2004,Industrielle,7090.0,3.32386336999428
045410111,2004,Population branchée,57365.0,35.8787701591949
045410111,2005,Administrative,18817.0,8.6983362310177
045410111,2005,Autres,0.0,
045410111,2005,Bornes Fontaines,0.0,0.0
045410111,2005,Industrielle,8551.0,3.95278062982582
045410111,2005,Population branchée,63505.0,38.3516156958262
045410111,2006,Administrative,25363.0,11.5604650720676
045410111,2006,Autres,0.0,
045410111,2006,Bornes Fontaines,0.0,0.0
045410111,2006,Industrielle,7826.0,3.56709378441042
045410111,2006,Population branchée,65944.0,37.005295302802
045410111,2007,Administrative,27199.0,12.2240888866594
045410111,2007,Autres,0.0,
045410111,2007,Bornes Fontaines,0.0,0.0
045410111,2007,Industrielle,9603.0,4.31589123050812
045410111,2007,Population branchée,66922.0,35.904315977706
045410111,2008,Administrative,25549.0,11.3220833163598
045410111,2008,Autres,0.0,
045410111,2008,Bornes Fontaines,0.0,0.0
045410111,2008,Industrielle,10352.0,4.58750661438633
045410111,2008,Population branchée,68984.0,36.0587716509854
045410111,2009,Administrative,24443.0,10.6806043103225
045410111,2009,Autres,0.0,
045410111,2009,Bornes Fontaines,0.0,0.0
045410111,2009,Industrielle,11850.0,5.17797165148801
045410111,2009,Population branchée,70286.0,35.3988227396337
045410111,2010,Administrative,19913.0,8.5795970214055
045410111,2010,Autres,0.0,
045410111,2010,Bornes Fontaines,0.0,0.0
045410111,2010,Industrielle,14420.0,6.21291563544756
045410111,2010,Population branchée,75874.0,37.7680462201307
045410111,2011,Administrative,26848.0,11.40593817341
045410111,2011,Autres,0.0,
045410111,2011,Bornes Fontaines,0.0,0.0
045410111,2011,Industrielle,13132.0,5.57891761372243
045410111,2011,Population branchée,85828.0,42.7010673632775
045410111,2012,Administrative,24632.0,10.3182875789142
045410111,2012,Autres,0.0,
045410111,2012,Bornes Fontaines,0.0,0.0
045410111,2012,Industrielle,11060.0,4.63300830719354
045410111,2012,Population branchée,86555.0,42.9801375841504
045410111,2013,Administrative,27605.0,11.4020930634844
045410111,2013,Autres,96.0,
045410111,2013,Bornes Fontaines,0.0,0.0
045410111,2013,Industrielle,12485.0,5.15686042012687
045410111,2013,Population branchée,87759.0,42.2443896274764
045410111,2014,Administrative,27546.0,11.2187443363587
045410111,2014,Autres,282.0,
045410111,2014,Bornes Fontaines,0.0,0.0
045410111,2014,Industrielle,11509.0,4.68730590892152
045410111,2014,Population branchée,87953.0,41.5938541620544
045410111,2015,Administrative,20770.0,8.42067840043492
045410111,2015,Autres,23.0,
045410111,2015,Bornes Fontaines,0.0,0.0
045410111,2015,Industrielle,10673.0,4.32710161616957
045410111,2015,Population branchée,91362.0,41.8275350942192
045410111,2016,Administrative,19877.0,8.02206726628808
045410111,2016,Autres,97.0,
045410111,2016,Bornes Fontaines,0.0,0.0
045410111,2016,Industrielle,11253.0,4.54154665933188
045410111,2016,Population branchée,93741.0,42.1927895799035
045410111,2017,Administrative,26247.0,10.54484036973
045410111,2017,Autres,41.0,
045410111,2017,Bornes Fontaines,0.0,0.0
045410111,2017,Industrielle,11837.0,4.75556351036287
045410111,2017,Population branchée,99223.0,43.9683555048401
045410111,2018,Administrative,27930.0,11.1700765905126
045410111,2018,Autres,39.0,
045410111,2018,Bornes Fontaines,0.0,0.0
045410111,2018,Industrielle,13418.0,5.36627596460789
045410111,2018,Population branchée,100459.0,44.007703062116
045410111,2019,Administrative,26452.0,10.5309755913491
045410111,2019,Autres,0.0,
045410111,2019,Bornes Fontaines,0.0,0.0
045410111,2019,Industrielle,11392.0,4.53534227796191
045410111,2019,Population branchée,109855.0,47.2197388785753
045410111,2020,Administrative,18413.0,7.29725498923156
045410111,2020,Autres,0.0,
045410111,2020,Bornes Fontaines,0.0,0.0
045410111,2020,Industrielle,7025.0,2.78407735292194
045410111,2020,Population branchée,116527.0,49.5168786037579
045410111,2021,Administrative,19925.0,7.86064486716238
045410111,2021,Autres,0.0,
045410111,2021,Bornes Fontaines,0.0,0.0
045410111,2021,Industrielle,3572.0,1.40919565698891
045410111,2021,Population branchée,114836.0,47.6051323780142
045410111,2022,Administrative,23183.0,9.10446347389349
045410111,2022,Autres,612.0,
045410111,2022,Bornes Fontaines,0.0,0.0
045410111,2022,Industrielle,782.0,0.307108244687258
045410111,2022,Population branchée,122669.0,49.9481591839093
045410111,2023,Administrative,13730.0,5.36759990809358
045410111,2023,Autres,0.0,
045410111,2023,Bornes Fontaines,0.0,0.0
045410111,2023,Industrielle,3431.0,1.34131356771078
045410111,2023,Population branchée,121378.0,48.1991840367222
045410111,2024,Administrative,,
045410111,2024,Autres,,
045410111,2024,Bornes Fontaines,,
045410111,2024,Industrielle,,
045410111,2024,Population branchée,,
045410113,1994,Administrative,243631.0,11.6823402369928
045410113,1994,Autres,0.0,
045410113,1994,Bornes Fontaines,79133.0,26.6817721649169
045410113,1994,Industrielle,94922.0,4.55160098663894
045410113,1994,Population branchée,1021785.0,57.118596196817
045410113,1995,Administrative,190328.0,8.94951218691473
045410113,1995,Autres,0.0,
045410113,1995,Bornes Fontaines,60493.0,21.5407990903955
045410113,1995,Industrielle,90444.0,4.2528145109144
045410113,1995,Population branchée,1022482.0,55.3933824586296
045410113,1996,Administrative,167766.0,7.73570690837531
045410113,1996,Autres,0.0,
045410113,1996,Bornes Fontaines,21958.0,9.53276076599704
045410113,1996,Industrielle,74885.0,3.45295478126489
045410113,1996,Population branchée,1034983.0,53.3942320487684
045410113,1997,Administrative,184112.0,8.32487132995176
045410113,1997,Autres,0.0,
045410113,1997,Bornes Fontaines,11248.0,4.55278271910213
045410113,1997,Industrielle,58350.0,2.63837361009975
045410113,1997,Population branchée,1082870.0,55.1210148775568
045410113,1998,Administrative,201164.0,8.91959373363629
045410113,1998,Autres,0.0,
045410113,1998,Bornes Fontaines,9359.0,3.9043272252362
045410113,1998,Industrielle,76412.0,3.38810123269877
045410113,1998,Population branchée,1193477.0,59.2121103786266
045410113,1999,Administrative,195194.0,8.48712604524535
045410113,1999,Autres,0.0,
045410113,1999,Bornes Fontaines,11324.0,4.70650411671605
045410113,1999,Industrielle,81677.0,3.55135400677021
045410113,1999,Population branchée,1244474.0,60.4324767451862
045410113,2000,Administrative,180000.0,7.67478238980382
045410113,2000,Autres,0.0,
045410113,2000,Bornes Fontaines,8000.0,4.51768954338693
045410113,2000,Industrielle,80000.0,3.41101439546836
045410113,2000,Population branchée,1300000.0,59.955862263374
045410113,2001,Administrative,178553.0,7.4655205257557
045410113,2001,Autres,0.0,
045410113,2001,Bornes Fontaines,7922.0,6.74083036805672
045410113,2001,Industrielle,16275.0,0.680477766022828
045410113,2001,Population branchée,1375647.0,60.4898205553475
045410113,2002,Administrative,201430.0,8.25879093069175
045410113,2002,Autres,0.0,
045410113,2002,Bornes Fontaines,6371.0,4.3753513309854
045410113,2002,Industrielle,8886.0,0.364333099389996
045410113,2002,Population branchée,1384781.0,60.3820402609424
045410113,2003,Administrative,219417.0,8.8218967260545
045410113,2003,Autres,0.0,
045410113,2003,Bornes Fontaines,5663.0,5.03755047265366
045410113,2003,Industrielle,13172.0,0.529594441978469
045410113,2003,Population branchée,1479981.0,62.3210122775945
045410113,2004,Administrative,205025.0,8.08347117913804
045410113,2004,Autres,0.0,
045410113,2004,Bornes Fontaines,4728.0,5.09965295896082
045410113,2004,Industrielle,14580.0,0.574842140186966
045410113,2004,Population branchée,1498886.0,61.3383421493614
045410113,2005,Administrative,209561.0,8.14522960706855
045410113,2005,Autres,0.0,
045410113,2005,Bornes Fontaines,4533.0,4.11100447303048
045410113,2005,Industrielle,11082.0,0.430735845436573
045410113,2005,Population branchée,1569058.0,63.7170171127196
045410113,2006,Administrative,253162.0,9.70047905703632
045410113,2006,Autres,0.0,
045410113,2006,Bornes Fontaines,4205.0,3.97455911383991
045410113,2006,Industrielle,18834.0,0.72166763795602
045410113,2006,Population branchée,1573221.0,62.8285471112288
045410113,2007,Administrative,217576.0,8.21878175260582
045410113,2007,Autres,0.0,
045410113,2007,Bornes Fontaines,4049.0,4.75707601145176
045410113,2007,Industrielle,25729.0,0.971895042250962
045410113,2007,Population branchée,1582541.0,61.7652417249023
045410113,2008,Administrative,247148.0,9.20354956495023
045410113,2008,Autres,0.0,
045410113,2008,Bornes Fontaines,3317.0,3.68765068445425
045410113,2008,Industrielle,46333.0,1.72539556052583
045410113,2008,Population branchée,1625353.0,62.6242202456244
045410113,2009,Administrative,203414.0,7.46759730896949
045410113,2009,Autres,0.0,
045410113,2009,Bornes Fontaines,2781.0,3.38697329940769
045410113,2009,Industrielle,30844.0,1.1323240848607
045410113,2009,Population branchée,1623210.0,61.4422544045075
045410113,2010,Administrative,205146.0,7.42446047004369
045410113,2010,Autres,0.0,
045410113,2010,Bornes Fontaines,2428.0,3.823545362249
045410113,2010,Industrielle,31744.0,1.14885044388419
045410113,2010,Population branchée,1678660.0,62.181606717464
045410113,2011,Administrative,269125.0,9.60191117534883
045410113,2011,Autres,0.0,
045410113,2011,Bornes Fontaines,2098.0,3.34907320332622
045410113,2011,Industrielle,24077.0,0.859025417069666
045410113,2011,Population branchée,1806953.0,65.9427800118849
045410113,2012,Administrative,243937.0,8.5799175629279
045410113,2012,Autres,5211.0,
045410113,2012,Bornes Fontaines,1804.0,2.88493252919482
045410113,2012,Industrielle,26897.0,0.946039521229136
045410113,2012,Population branchée,1935462.0,69.6063103354393
045410113,2013,Administrative,226979.0,7.87032941643617
045410113,2013,Autres,11378.0,
045410113,2013,Bornes Fontaines,1552.0,2.31486070019731
045410113,2013,Industrielle,35072.0,1.21609573261513
045410113,2013,Population branchée,1871364.0,66.4325494529233
045410113,2014,Administrative,256128.0,8.75520028877722
045410113,2014,Autres,1736.0,
045410113,2014,Bornes Fontaines,1672.0,2.4042666280447
045410113,2014,Industrielle,42545.0,1.45431189204627
045410113,2014,Population branchée,1904620.0,66.6908163769816
045410113,2015,Administrative,259497.0,8.83414681598176
045410113,2015,Autres,2313.0,
045410113,2015,Bornes Fontaines,1446.0,2.57569110454602
045410113,2015,Industrielle,46429.0,1.5805986293453
045410113,2015,Population branchée,1966372.0,68.2462108870704
045410113,2016,Administrative,317198.0,10.7543942959933
045410113,2016,Autres,0.0,
045410113,2016,Bornes Fontaines,1415.0,2.30894818746795
045410113,2016,Industrielle,51965.0,1.76183992204015
045410113,2016,Population branchée,1980378.0,68.5681321586919
045410113,2017,Administrative,286837.0,9.68531902036716
045410113,2017,Autres,0.0,
045410113,2017,Bornes Fontaines,1272.0,2.6104408503374
045410113,2017,Industrielle,64947.0,2.1929960723888
045410113,2017,Population branchée,2041851.0,70.0983512868881
045410113,2018,Administrative,267519.0,8.99614889514126
045410113,2018,Autres,0.0,
045410113,2018,Bornes Fontaines,1003.0,1.65912340179104
045410113,2018,Industrielle,69455.0,2.33563792295888
045410113,2018,Population branchée,2036036.0,69.8887661978039
045410113,2019,Administrative,317335.0,10.627796276667
045410113,2019,Autres,0.0,
045410113,2019,Bornes Fontaines,1044.0,2.14758596253777
045410113,2019,Industrielle,77475.0,2.59469808415326
045410113,2019,Population branchée,2205384.0,75.0824280552402
045410113,2020,Administrative,281803.0,9.39926950287876
045410113,2020,Autres,0.0,
045410113,2020,Bornes Fontaines,1066.0,1.56658163905543
045410113,2020,Industrielle,46336.0,1.54549295673002
045410113,2020,Population branchée,2255563.0,76.979281486771
045410113,2021,Administrative,245810.0,8.16528373451786
045410113,2021,Autres,0.0,
045410113,2021,Bornes Fontaines,1014.0,1.69303408301048
045410113,2021,Industrielle,37669.0,1.25128380861459
045410113,2021,Population branchée,2179889.0,73.8811266870897
045410113,2022,Administrative,314308.0,10.398014355673
045410113,2022,Autres,0.0,
045410113,2022,Bornes Fontaines,1101.0,1.93872477922258
045410113,2022,Industrielle,30554.0,1.01079492288848
045410113,2022,Population branchée,2249702.0,75.850220045905
045410113,2023,Administrative,292793.0,9.64670306803513
045410113,2023,Autres,0.0,
045410113,2023,Bornes Fontaines,581.0,0.94464628489588
045410113,2023,Industrielle,31202.0,1.028017845812
045410113,2023,Population branchée,2323177.0,78.1252560123403
045410113,2024,Administrative,,
045410113,2024,Autres,,
045410113,2024,Bornes Fontaines,,
045410113,2024,Industrielle,,
045410113,2024,Population branchée,,
0454104073,1994,Administrative,,
0454104073,1994,Autres,0.0,
0454104073,1994,Bornes Fontaines,,
0454104073,1994,Industrielle,,
0454104073,1994,Population branchée,,
0454104073,1995,Administrative,,
0454104073,1995,Autres,0.0,
0454104073,1995,Bornes Fontaines,,
0454104073,1995,Industrielle,,
0454104073,1995,Population branchée,,
0454104073,1996,Administrative,,
0454104073,1996,Autres,0.0,
0454104073,1996,Bornes Fontaines,,
0454104073,1996,Industrielle,,
0454104073,1996,Population branchée,,
0454104073,1997,Administrative,,
0454104073,1997,Autres,0.0,
0454104073,1997,Bornes Fontaines,,
0454104073,1997,Industrielle,,
0454104073,1997,Population branchée,,
0454104073,1998,Administrative,,
0454104073,1998,Autres,0.0,
0454104073,1998,Bornes Fontaines,,
0454104073,1998,Industrielle,,
0454104073,1998,Population branchée,,
0454104073,1999,Administrative,,
0454104073,1999,Autres,0.0,
0454104073,1999,Bornes Fontaines,,
0454104073,1999,Industrielle,,
0454104073,1999,Population branchée,,
0454104073,2000,Administrative,,
0454104073,2000,Autres,0.0,
0454104073,2000,Bornes Fontaines,,
0454104073,2000,Industrielle,,
0454104073,2000,Population branchée,,
0454104073,2001,Administrative,6443.0,2.04727637881297
0454104073,2001,Autres,0.0,
0454104073,2001,Bornes Fontaines,0.0,0.0
0454104073,2001,Industrielle,5801.0,1.84327957061836
0454104073,2001,Population branchée,127760.0,42.1710247464697
0454104073,2002,Administrative,8051.0,2.49790648665449
0454104073,2002,Autres,0.0,
0454104073,2002,Bornes Fontaines,0.0,0.0
0454104073,2002,Industrielle,2233.0,0.692811474934726
0454104073,2002,Population branchée,121014.0,38.3762077800795
0454104073,2003,Administrative,7344.0,2.22483097443811
0454104073,2003,Autres,0.0,
0454104073,2003,Bornes Fontaines,0.0,0.0
0454104073,2003,Industrielle,1655.0,0.501374627273293
0454104073,2003,Population branchée,131036.0,41.1231603924042
0454104073,2004,Administrative,4991.0,1.47635204089179
0454104073,2004,Autres,0.0,
0454104073,2004,Bornes Fontaines,0.0,0.0
0454104073,2004,Industrielle,879.0,0.26001070806329
0454104073,2004,Population branchée,139303.0,43.0832478837895
0454104073,2005,Administrative,7962.0,2.211147057311
0454104073,2005,Autres,0.0,
0454104073,2005,Bornes Fontaines,0.0,0.0
0454104073,2005,Industrielle,864.0,0.239943614357787
0454104073,2005,Population branchée,154076.0,44.3363649462339
0454104073,2006,Administrative,6521.0,1.70021071705308
0454104073,2006,Autres,0.0,
0454104073,2006,Bornes Fontaines,0.0,0.0
0454104073,2006,Industrielle,426.0,0.111070352011135
0454104073,2006,Population branchée,147997.0,40.137800701423
0454104073,2007,Administrative,8777.0,2.14846232632425
0454104073,2007,Autres,0.0,
0454104073,2007,Bornes Fontaines,0.0,0.0
0454104073,2007,Industrielle,1503.0,0.367909180410773
0454104073,2007,Population branchée,155844.0,39.6087123312798
0454104073,2008,Administrative,13103.0,3.01124076056382
0454104073,2008,Autres,0.0,
0454104073,2008,Bornes Fontaines,0.0,0.0
0454104073,2008,Industrielle,2131.0,0.489731669141533
0454104073,2008,Population branchée,165936.0,39.6376499668698
0454104073,2009,Administrative,20914.0,4.51237244222491
0454104073,2009,Autres,0.0,
0454104073,2009,Bornes Fontaines,0.0,0.0
0454104073,2009,Industrielle,748.0,0.161387328429962
0454104073,2009,Population branchée,177872.0,39.7988926757938
0454104073,2010,Administrative,16295.0,3.30077023617676
0454104073,2010,Autres,0.0,
0454104073,2010,Bornes Fontaines,0.0,0.0
0454104073,2010,Industrielle,2159.0,0.437334331997891
0454104073,2010,Population branchée,191315.0,40.4509395162764
0454104073,2011,Administrative,17810.0,3.38702142871722
0454104073,2011,Autres,0.0,
0454104073,2011,Bornes Fontaines,0.0,0.0
0454104073,2011,Industrielle,1220.0,0.23201382049607
0454104073,2011,Population branchée,197400.0,39.8102439829981
0454104073,2012,Administrative,12460.0,2.22466776650855
0454104073,2012,Autres,0.0,
0454104073,2012,Bornes Fontaines,0.0,0.0
0454104073,2012,Industrielle,1165.0,0.208004650720904
0454104073,2012,Population branchée,211601.0,40.0040004977386
0454104073,2013,Administrative,13719.0,2.29965491667181
0454104073,2013,Autres,0.0,
0454104073,2013,Bornes Fontaines,0.0,0.0
0454104073,2013,Industrielle,1118.0,0.187405364592105
0454104073,2013,Population branchée,214389.0,38.1552839848006
0454104073,2014,Administrative,16070.0,2.52900208284646
0454104073,2014,Autres,0.0,
0454104073,2014,Bornes Fontaines,0.0,0.0
0454104073,2014,Industrielle,1436.0,0.22598923403656
0454104073,2014,Population branchée,226387.0,38.646117343564
0454104073,2015,Administrative,16594.0,2.55690088093476
0454104073,2015,Autres,0.0,
