centre_id,pop_2014
09.541.04.59,4553.0
09.541.04.61,5902.0
09.541.04.67,5182.0
09.541.04.69,6746.0
09.541.05.01,8132.0
09.541.05.03,4804.0
09.541.05.05,4650.0
09.541.05.07,5131.0
09.541.05.09,7565.0
09.541.05.11,21875.0
09.541.05.13,6584.0
09.541.05.15,12119.0
09.541.05.17,18811.0
09.541.05.19,9936.0
09.541.05.21,11135.0
09.541.05.23,11378.0
09.541.05.25,15982.0
09.541.05.27,16894.0
09.541.05.29,14976.0
09.541.05.31,4004.0
09.541.05.33,5424.0
09.541.07.01,8848.0
09.541.07.03,5910.0
09.541.07.05,7458.0
09.541.07.07,6838.0
09.541.07.09,8175.0
09.541.07.11,5038.0
09.541.07.13,9100.0
09.541.07.15,7418.0
09.541.07.17,7465.0
09.541.07.19,6724.0
09.541.07.21,5272.0
09.541.07.23,8489.0
09.541.07.25,8221.0
09.541.07.37,7692.0
09.541.07.65,7656.0
09.541.09.01,17950.0
09.541.09.03,10256.0
09.541.09.05,4752.0
09.541.09.11,6304.0
09.541.09.15,8792.0
09.541.09.19,6105.0
09.541.09.27,8388.0
09.541.09.31,4224.0
09.541.09.41,3833.0
09.541.09.43,10000.0
09.541.09.45,11955.0
09.541.09.51,7999.0
09.541.09.55,4739.0
09.541.09.57,6073.0
09.541.09.63,2920.0
09.541.09.71,11677.0
08.577.01.03,12328.0
08.577.01.05,16956.0
08.577.01.11,42044.0
08.577.02.05.Rur,17996.0
08.577.02.05.3,4728.0
08.577.02.11,13741.0
08.577.02.21,6174.0
08.577.03.01,10587.0
08.577.03.05,7165.0
08.577.05.03,8246.0
08.577.05.05,5031.0
08.577.05.07,5273.0
08.577.05.09,15349.0
08.577.05.11,17392.0
08.577.05.13,4870.0
08.577.05.15,22010.0
08.577.05.17,18235.0
08.577.05.21,8866.0
08.577.05.25,17045.0
08.577.05.29,11372.0
08.577.07.01,5754.0
08.577.07.19,4420.0
08.577.07.23,11338.0
08.577.07.27,14669.0
08.577.07.31,5476.0
08.577.07.33,15347.0
09.581.01.05,6345.0
09.581.01.07,74699.0
09.581.03.01,3293.0
09.581.03.03,7658.0
09.581.03.05,5257.0
09.581.03.07,5792.0
09.581.03.09,3679.0
09.581.03.11,3200.0
09.581.03.13,6396.0
09.581.03.15,4769.0
09.581.03.17,1903.0
09.581.09.01,2973.0
09.581.09.03,4210.0
09.581.09.05,3603.0
09.581.09.07,1577.0
09.581.09.09,2375.0
09.581.09.11,1554.0
09.581.11.01,5964.0
04.281.03.13.Rur,6698.0
04.281.03.13.3,46751.0
04.281.05.03,43822.0
04.281.05.07,34429.0
04.281.05.09,31292.0
04.281.05.11,19237.0
04.281.07.01.Rur,29640.0
04.281.07.01.3,3050.0
04.281.07.03,26098.0
04.281.07.05,11087.0
04.281.07.07,7266.0
04.281.09.01,31860.0
04.281.09.09.Rur,13185.0
04.281.09.09.3,4870.0
04.281.09.13,42637.0
04.281.09.15,22554.0
04.281.11.03,18436.0
04.281.11.05.Rur,13712.0
04.281.11.05.3,15767.0
04.281.11.07.Rur,19236.0
04.281.11.07.3,7372.0
04.281.11.11,19327.0
04.481.01.01,6643.0
04.481.01.03,7843.0
04.481.01.05,28681.0
04.481.01.07,31497.0
04.481.01.11,75672.0
04.481.03.01,24241.0
04.481.03.03,7485.0
04.481.03.09,7896.0
04.481.03.13,7810.0
04.481.03.15,11814.0
04.481.03.17,14356.0
04.481.05.01,17842.0
04.481.05.07,24805.0
04.481.05.09,25075.0
04.481.07.05.Rur,13412.0
04.481.07.05.3,10295.0
04.481.07.07,20461.0
04.481.07.11,11371.0
04.481.07.19,7737.0
04.481.07.21,14764.0
04.481.09.01,7697.0
04.481.09.03,11370.0
04.481.09.05,10371.0
04.481.09.07,10239.0
04.481.09.09,7068.0
04.481.09.11,10032.0
04.481.09.13.Rur,8606.0
04.481.09.13.3,8000.0
04.481.11.03,32127.0
04.481.11.05,16861.0
04.481.11.11,30199.0
04.491.01.07,92989.0
04.491.01.09,37979.0
04.491.03.07,27059.0
04.491.03.15,21475.0
04.491.03.17,19369.0
04.491.05.01,10850.0
04.491.05.03,19684.0
04.491.05.05,28156.0
04.491.05.09,19853.0
04.491.05.11,12778.0
04.491.05.13,30215.0
06.111.01.01,57101.0
06.111.01.03,37238.0
06.111.01.05,19853.0
06.111.03.01,11451.0
06.111.03.03,15692.0
06.111.03.05,11966.0
06.111.03.07,15081.0
06.111.03.11,9129.0
06.111.03.13,5504.0
06.111.03.15,9430.0
06.111.03.17,4561.0
06.111.03.19,14581.0
06.111.05.01,4855.0
06.111.05.04,6927.0
06.111.05.05,9754.0
06.117.01.03,136634.0
06.117.01.05,47719.0
06.117.01.07,20855.0
06.117.01.09,36765.0
06.117.01.11,11299.0
06.117.01.13,20628.0
06.117.05.01,8458.0
06.117.05.11,17513.0
06.117.05.13,9315.0
06.117.05.25,38156.0
06.117.05.27,6122.0
06.117.05.29,8920.0
06.117.05.33,33079.0
06.117.05.35,9521.0
06.117.08.05,6256.0
06.117.08.07,10306.0
06.117.08.09,14905.0
06.117.08.17,8559.0
06.117.08.19,7606.0
06.117.08.20,17095.0
06.117.08.21,6434.0
06.117.08.23,8373.0
05.311.01.01,46893.0
05.311.01.03,16030.0
05.311.01.05,10618.0
05.311.01.07,196196.0
05.311.01.09,95267.0
05.311.03.01,4609.0
05.311.03.03,5113.0
05.311.03.05,6597.0
05.311.03.07,5204.0
05.311.03.09,6864.0
05.311.03.11,2709.0
05.311.03.13,4484.0
05.311.03.15,3636.0
05.311.05.01,6131.0
05.311.05.03,9992.0
05.311.05.05.Rur,3285.0
05.311.05.05.3,12756.0
05.311.05.07,8510.0
05.311.05.09,3154.0
05.311.05.11,5411.0
05.311.05.13,13574.0
05.311.05.15,9815.0
05.311.07.01,4260.0
05.311.07.03,6241.0
05.311.07.05,7435.0
05.311.07.07,9194.0
05.311.07.09,7227.0
05.311.07.11,6227.0
05.311.07.13,5845.0
05.311.07.15,8648.0
05.311.07.17,7575.0
05.311.07.19,2625.0
06.461.01.01,33105.0
06.461.01.05,19235.0
06.461.01.09,6057.0
06.461.01.13,8697.0
06.461.01.15,142250.0
06.461.03.02,8120.0
06.461.03.03,9539.0
06.461.03.07,8582.0
06.461.03.09,11789.0
06.461.03.11,8376.0
06.461.03.13,8514.0
06.461.03.15,12306.0
06.461.03.17,6991.0
06.461.03.19,8081.0
06.461.03.21,12341.0
06.461.03.23,10187.0
06.461.03.25.Rur,11133.0
06.461.03.25.3,3614.0
06.461.03.27,10245.0
06.461.03.29,14037.0
06.461.03.31,8703.0
06.461.03.33,20732.0
06.461.07.01,4699.0
06.461.07.03,12930.0
06.461.07.05,17454.0
06.461.07.07,11419.0
06.461.07.09,7180.0
06.461.07.11,6673.0
06.461.07.13,6507.0
06.461.07.15,3021.0
06.461.07.17,11581.0
06.461.07.19,9687.0
06.461.07.21,5081.0
07.041.05.17,5394.0
07.041.05.19,4899.0
07.041.07.01,5182.0
07.041.07.03,21244.0
07.041.07.05,5695.0
07.041.07.07,6700.0
07.041.07.09,5467.0
07.041.07.11,7727.0
07.041.07.13,7866.0
07.041.09.01.Rur,8698.0
07.041.09.01.3,3115.0
07.041.09.03,4861.0
07.041.09.05,37316.0
07.041.09.07,24129.0
07.041.09.11.Rur,19885.0
07.041.09.11.3,9093.0
07.041.09.13,30776.0
07.041.11.01,10602.0
07.041.11.03,7925.0
07.041.11.07,8812.0
07.041.11.17,10540.0
07.041.11.21,15243.0
07.041.11.25,22971.0
07.041.11.27,11243.0
07.041.11.29,19926.0
07.161.01.01,27869.0
07.161.01.03,20837.0
07.161.03.01,11438.0
07.161.03.03,7431.0
07.161.03.05,25674.0
07.161.03.07,7513.0
07.161.03.09,6427.0
07.161.03.11.Rur,9157.0
07.161.03.11.3,13557.0
07.161.03.13,8971.0
07.161.03.15,5684.0
07.161.05.01,8129.0
07.161.05.03,5509.0
07.161.05.05,6263.0
07.161.05.07,5854.0
07.161.05.09,8448.0
07.161.05.11,6463.0
07.161.05.13,5944.0
07.161.05.15,9326.0
07.161.05.17,7825.0
07.161.07.01,7454.0
07.161.07.03,7511.0
07.161.07.05,16138.0
07.161.07.07,9388.0
07.161.07.09,11363.0
07.161.07.11,13258.0
07.161.07.13,23148.0
07.161.07.15,10757.0
07.161.09.01,11494.0
07.161.09.03,7541.0
07.161.09.05,7023.0
07.161.09.07,4103.0
07.161.09.09,5691.0
07.161.09.11,9007.0
07.161.09.13,10682.0
07.161.09.15,7078.0
07.191.01.03,95224.0
07.191.01.05,30315.0
07.191.01.07,9906.0
07.191.01.09,16539.0
07.191.03.01,9122.0
07.191.03.03,7522.0
07.191.03.05,9454.0
07.191.03.07,8774.0
07.191.03.09,5502.0
07.191.03.11,11387.0
07.191.03.13,10639.0
07.191.03.15,12101.0
07.191.03.17,7015.0
07.191.03.19,6822.0
07.191.03.21,7399.0
07.191.03.23,8150.0
07.191.03.25,5011.0
07.191.03.27,6254.0
07.191.03.29,6616.0
07.191.03.31,7143.0
07.191.03.33,12233.0
07.191.03.35,9421.0
07.191.03.37,9704.0
07.191.03.39,5651.0
07.191.03.41,6712.0
07.191.05.01.Rur,13374.0
07.191.05.01.3,2011.0
07.191.05.03,14154.0
07.191.05.05,11023.0
07.191.05.07,11501.0
07.191.05.09,11298.0
07.191.05.15,10063.0
07.191.05.16,5444.0
07.191.05.17,9303.0
07.191.05.19,10310.0
07.211.03.11,6825.0
07.211.03.13,5315.0
07.211.03.15,6750.0
07.211.03.17,4330.0
07.211.03.19,6161.0
07.211.03.21,6069.0
07.211.03.23,4209.0
07.211.03.25,5387.0
07.211.03.27,7587.0
07.211.03.29,3996.0
07.211.03.31.Rur,11227.0
07.211.03.31.3,1234.0
07.211.03.33,6618.0
07.211.03.35,7873.0
07.211.03.37,6546.0
07.211.03.39,8142.0
07.211.03.41,9773.0
07.211.03.43,12357.0
07.211.03.45,5341.0
07.211.03.47.Rur,6022.0
07.211.03.47.3,1271.0
07.211.03.49,10968.0
07.211.03.51,6922.0
07.211.05.01,2825.0
07.211.05.03,8028.0
07.211.05.05,5378.0
07.211.05.07,4143.0
07.211.05.09,6915.0
07.211.05.11,7959.0
07.211.05.13,5874.0
07.211.05.15,6341.0
07.211.05.17,7923.0
07.211.05.19,5999.0
07.211.05.21,5182.0
07.211.05.23,6486.0
07.211.05.25,8057.0
07.211.05.27,6198.0
07.211.05.29,6462.0
07.211.05.31,4718.0
07.211.05.33,5482.0
07.211.05.35,4034.0
07.211.05.37,4625.0
07.211.05.39.Rur,4816.0
07.211.05.39.3,3210.0
07.211.05.41,5617.0
07.211.05.43,3919.0
07.211.05.45,4312.0
07.211.05.47,7605.0
07.211.05.49,4057.0
07.211.05.51,5189.0
07.351.01.01,16860.0
07.351.01.03,64590.0
07.351.01.05,192774.0
07.351.01.07,120643.0
07.351.01.09,411094.0
07.351.01.11,122889.0
07.351.02.01,28194.0
07.351.02.07,25320.0
07.351.02.09,23475.0
07.351.03.03.Rur,26804.0
07.351.03.03.3,25077.0
07.351.03.05.Rur,11724.0
07.351.03.05.3,1169.0
07.351.03.11,14716.0
07.351.05.01,15452.0
07.351.05.03,14544.0
07.351.05.05.Rur,21152.0
07.351.05.05.3,12615.0
07.351.05.09.Rur,2117.0
07.351.05.09.3,12837.0
07.351.07.07,67086.0
07.351.07.11,28164.0
07.351.07.13,71172.0
07.427.01.01,88626.0
07.427.01.17,9181.0
07.427.07.01,7548.0
07.427.07.03,8649.0
07.427.07.05,9705.0
07.427.07.07,10896.0
07.427.07.09,11619.0
07.427.07.11,5150.0
07.427.07.13,7662.0
07.427.07.15,10481.0
07.427.07.17,6618.0
07.427.07.19,10099.0
07.427.07.21,5488.0
07.427.07.23.Rur,10135.0
07.427.07.23.3,5344.0
07.427.07.25,8865.0
07.427.09.01,5171.0
07.427.09.03,5986.0
07.427.09.05,12330.0
07.427.09.06,11234.0
07.427.09.07,9477.0
07.427.09.09,14838.0
07.427.09.11,9614.0
07.427.09.13,14284.0
07.427.09.15,6145.0
07.427.09.19,9932.0
02.113.01.01,19630.0
02.113.01.05,2694.0
02.113.01.07,9695.0
02.113.01.09,109237.0
02.113.01.25,8780.0
02.113.01.29,30202.0
02.113.03.01,14908.0
02.113.03.07,5089.0
02.113.03.09,13996.0
02.113.03.11.Rur,12034.0
02.113.03.11.3,2452.0
02.113.05.03,20513.0
02.113.05.05,12245.0
09.581.11.03,10705.0
09.581.11.05,10310.0
09.581.11.07,6885.0
09.581.11.09,4938.0
09.581.11.11,13284.0
09.581.11.13,5758.0
09.581.11.15,10240.0
08.587.01.01,10681.0
08.587.01.13,40067.0
08.587.03.01,7203.0
08.587.03.03,8939.0
08.587.03.05,5439.0
08.587.03.07,11224.0
08.587.03.21,8451.0
08.587.03.25,7209.0
08.587.03.27,12019.0
08.587.03.31,10054.0
08.587.03.37,11697.0
08.587.03.39,11987.0
08.587.03.41,15169.0
08.587.07.09,4629.0
08.587.07.11,18941.0
08.587.07.13,11166.0
08.587.07.15,10523.0
08.587.07.29,5258.0
08.587.07.43,16512.0
08.587.07.45,15505.0
08.587.09.17,9416.0
08.587.09.19,8921.0
08.587.09.23,7590.0
08.587.09.33,17103.0
08.587.09.35,21603.0
04.281.01.01,431282.0
04.281.01.05,28636.0
04.281.01.11,69265.0
04.281.03.01,28540.0
04.281.03.05,15898.0
04.281.03.11,19488.0
06.461.09.03,13031.0
06.461.09.05,9084.0
06.461.09.07.Rur,9818.0
06.461.09.07.3,2471.0
06.461.09.09,5527.0
06.461.09.11,7394.0
06.461.09.13,9355.0
06.461.09.14,20802.0
06.461.09.15,9525.0
06.461.09.19.Rur,7066.0
06.461.09.19.3,2205.0
06.461.09.21,13866.0
06.461.09.23,8949.0
06.461.09.25,13839.0
06.461.09.27,10410.0
06.461.09.31,11976.0
07.041.01.01,39108.0
07.041.01.03,14364.0
07.041.01.09,12102.0
07.041.03.05,26210.0
07.041.03.09,18976.0
07.041.03.11.Rur,24012.0
07.041.03.11.3,1208.0
07.041.03.13,11812.0
07.041.03.15.Rur,27797.0
07.041.03.15.3,1701.0
07.041.03.19,15846.0
07.041.03.23,21706.0
07.041.05.01,6160.0
07.041.05.05,4353.0
07.041.05.07,6865.0
07.041.05.09,5911.0
07.041.05.11.Rur,3231.0
07.041.05.11.3,4080.0
07.041.05.13,5440.0
07.041.05.15,6937.0
07.191.05.21,10384.0
07.191.05.23,5606.0
07.191.05.25,8605.0
07.191.05.27,19977.0
07.191.05.29,3850.0
07.191.07.11,11376.0
07.191.07.13,11168.0
07.191.07.31,14338.0
07.191.07.33,29087.0
07.211.01.01,2957.0
07.211.01.03,4965.0
07.211.01.05,77966.0
07.211.01.07,4328.0
07.211.01.09,10584.0
07.211.03.01,6819.0
07.211.03.03,15662.0
07.211.03.05,8989.0
07.211.03.07,6083.0
07.211.03.09,9897.0
02.113.05.13,4265.0
02.113.05.15,4525.0
02.113.05.17,2735.0
02.113.05.19,16137.0
02.167.01.03,14257.0
02.167.01.09,14741.0
02.167.01.13,15021.0
02.167.03.01,10601.0
02.167.03.03,5613.0
02.167.03.05,4988.0
02.167.03.07.Rur,6303.0
02.167.03.07.3,3608.0
02.167.03.09,16787.0
02.167.03.11,8054.0
02.167.03.13,4323.0
02.167.09.01,4919.0
02.167.09.05,6263.0
02.167.09.07,9863.0
02.167.09.09,6365.0
02.167.09.11,7540.0
02.167.09.15,9386.0
02.167.09.17,7120.0
02.167.09.19,6010.0
02.167.09.21.Rur,5996.0
02.167.09.21.3,3137.0
02.167.09.23,5208.0
02.167.09.25.Rur,11335.0
02.167.09.25.3,2585.0
02.167.09.27,11458.0
02.167.09.29.Rur,6903.0
02.167.09.29.3,2675.0
02.251.01.01,28846.0
02.251.01.03,10872.0
02.251.03.01,1006.0
02.251.03.03.Rur,7660.0
02.251.03.03.3,8489.0
02.251.03.05.Rur,6706.0
02.251.03.05.3,3329.0
02.251.03.07,13057.0
02.251.03.09,8521.0
02.251.03.11.Rur,7087.0
02.251.03.11.3,9079.0
02.251.03.13,1554.0
02.251.05.01,2017.0
02.251.05.03,6726.0
02.251.05.05,7986.0
02.251.05.07.Rur,6883.0
02.251.05.07.3,8507.0
02.275.01.03,16289.0
02.275.01.17,43506.0
02.275.01.35,3137.0
02.275.03.03,2656.0
02.275.03.05,5591.0
02.275.03.07,3867.0
02.275.03.09,2612.0
02.275.03.13,1274.0
02.275.03.15.Rur,744.0
02.275.03.15.3,1894.0
02.275.03.21.Rur,3917.0
02.275.03.21.3,1282.0
02.275.05.01,8870.0
02.275.05.11,3359.0
02.275.05.13,7522.0
02.275.05.15,2207.0
02.381.01.01,47599.0
02.381.01.03,56582.0
02.381.01.05,161726.0
02.381.01.07,35806.0
02.381.01.09,34025.0
02.381.01.15,7580.0
02.381.01.19,21570.0
02.381.05.01,6418.0
02.381.05.03.Rur,22440.0
02.381.05.03.3,4444.0
02.381.05.05,8930.0
02.381.05.07,6283.0
02.381.05.09,37737.0
02.381.05.13,11131.0
02.381.05.15.Rur,1225.0
02.381.05.15.3,13120.0
02.381.05.17,8417.0
02.381.07.01,2932.0
02.381.07.03,2540.0
02.381.07.05.Rur,13103.0
02.381.07.05.3,5387.0
02.381.07.07,10697.0
02.381.07.09,8788.0
02.381.07.11,3940.0
02.381.07.13,23218.0
02.381.07.17.Rur,5004.0
02.381.07.17.3,4784.0
02.411.01.11,10934.0
02.411.01.19,1088.0
02.411.01.23,494252.0
02.411.03.01,14196.0
02.411.03.03,4490.0
02.411.03.05,6745.0
02.411.03.07,1428.0
02.411.05.09,6710.0
02.411.05.11,4378.0
02.411.05.17,3452.0
02.411.05.19,4094.0
02.533.01.13,4960.0
02.533.01.15,41832.0
02.533.01.33,103398.0
02.533.03.05,3215.0
02.533.03.15,1310.0
02.533.03.17,14984.0
02.533.03.19,9259.0
02.533.07.03,8272.0
02.533.07.09,5646.0
02.533.07.13,6469.0
02.533.07.21,6433.0
02.533.09.01,11931.0
02.533.09.07,7303.0
02.533.09.11,8176.0
06.141.01.01,94504.0
06.141.01.03,170689.0
06.141.01.07,189715.0
06.141.01.11,158667.0
06.141.01.13,129759.0
06.141.01.21,171452.0
06.141.01.23,115704.0
06.141.01.25,138760.0
06.141.01.31,468542.0
06.141.01.41,377744.0
06.141.01.51,173189.0
06.141.01.53,454779.0
06.141.01.61,131883.0
06.141.01.63,116255.0
06.141.01.71,245484.0
06.141.01.73,220047.0
06.141.01.81,2645.0
06.355.01.01,64821.0
06.355.01.03,22442.0
06.355.01.05,32782.0
06.355.03.01,32286.0
06.355.03.05,20349.0
06.371.01.01,208612.0
06.371.01.03,62420.0
06.371.03.01.Rur,30368.0
06.371.03.01.3,17970.0
06.371.03.03,53503.0
06.371.03.05,11445.0
06.371.03.07,20330.0
06.385.01.01,103026.0
06.385.01.02,151373.0
06.385.01.03,23802.0
06.385.03.03,40372.0
06.385.03.05,15031.0
04.291.01.01,131542.0
04.291.01.03,12297.0
04.291.01.05,86709.0
04.291.01.17,15866.0
04.291.03.01,8486.0
04.291.03.03,9640.0
04.291.03.05,4900.0
04.291.03.07.Rur,13260.0
04.291.03.07.3,7242.0
04.291.03.09,13209.0
04.291.03.11,12609.0
04.291.03.13,7685.0
04.291.03.15,7366.0
04.291.03.17,7377.0
04.291.05.01,1809.0
04.291.05.03,8865.0
04.291.05.05,3631.0
04.291.05.07,6414.0
04.291.05.09.Rur,2601.0
04.291.05.09.3,8901.0
04.291.05.11.Rur,7641.0
04.291.05.11.3,11145.0
04.291.05.13.Rur,6527.0
04.291.05.13.3,3520.0
04.291.07.01,11051.0
04.291.07.05,12025.0
04.291.07.07.Rur,11573.0
04.291.07.07.3,3857.0
04.291.07.09,5619.0
04.291.07.11,12219.0
04.291.07.13,11724.0
04.291.07.15,5043.0
04.291.09.02,17307.0
04.291.09.03,4466.0
04.291.09.05,4471.0
04.291.09.07,4856.0
04.291.09.09,6673.0
04.291.09.11,13503.0
04.291.09.13,13464.0
04.291.09.19,5128.0
04.421.01.01,77257.0
04.421.01.03,170561.0
04.421.01.05,108179.0
04.421.01.06,23366.0
04.421.01.07,3932.0
04.421.01.09,194532.0
04.441.01.03,174934.0
04.441.01.05,95291.0
04.441.01.06,214540.0
04.441.01.07,153361.0
04.441.01.08,25255.0
04.441.01.09,252277.0
04.441.03.01,19915.0
04.441.03.05,46590.0
04.501.01.01,49816.0
04.501.01.03,15361.0
04.501.01.05,59775.0
04.501.01.07,313510.0
04.501.01.09,25078.0
04.501.03.01,11370.0
04.501.03.03,6197.0
04.501.03.11.Rur,19665.0
04.501.03.11.3,10006.0
04.501.03.11.4,28119.0
04.501.05.03.Rur,4726.0
04.501.05.03.3,15891.0
04.501.05.05,15029.0
06.181.01.01,40920.0
06.181.01.03,194934.0
06.181.01.05,24136.0
06.181.03.01,33170.0
06.181.03.05,19973.0
06.181.03.07,17766.0
06.181.03.11.Rur,26516.0
06.181.03.11.3,8666.0
06.181.05.01.Rur,49889.0
06.181.05.01.3,12456.0
06.181.05.01.4,6152.0
06.181.05.01.5,6174.0
06.181.05.03,23370.0
06.181.05.05,24775.0
06.181.05.07,32130.0
06.181.05.09,22980.0
06.181.05.11,10817.0
06.181.07.03,28821.0
06.181.07.09,28449.0
06.181.09.01,14485.0
06.181.09.03,9877.0
06.181.09.05,25856.0
06.181.09.07,15705.0
06.181.09.09,11577.0
06.181.09.11,10032.0
06.181.09.13.Rur,6480.0
06.181.09.13.3,13272.0
06.181.09.15,10488.0
06.181.09.17,5990.0
06.181.09.19.Rur,23168.0
06.181.09.19.3,5565.0
06.181.09.21,11160.0
06.181.09.23,10967.0
07.431.01.03,308508.0
07.431.01.09,11251.0
07.431.01.11,18543.0
07.431.03.01.Rur,14066.0
07.431.03.01.3,1948.0
07.431.03.02,10370.0
07.431.03.03,11291.0
07.431.03.05,14324.0
07.431.03.07,13870.0
07.431.03.09,18335.0
07.431.03.11,11339.0
07.431.03.13,10266.0
07.431.03.15,16649.0
07.431.07.01,10704.0
07.431.07.03,25162.0
07.431.07.05,16014.0
07.431.07.07,12717.0
07.431.07.09,15389.0
07.431.07.11,22542.0
07.431.07.13,16979.0
