centre_id,pop_1994,pop_2004
0825103112,,7553.0
0825103113,,7098.0
082510501,1862.0,1497.0
082510503,9014.0,9059.0
082510505,8623.0,8030.0
0825105072,,5803.0
0825105073,,6254.0
082750103,10532.0,13526.0
082750117,59367.0,43916.0
082750135,4638.0,3429.0
082750303,2395.0,2654.0
082750305,5560.0,5748.0
082750307,4055.0,3790.0
082750309,2617.0,2546.0
082750313,1446.0,1694.0
0827503152,,865.0
0827503153,,1942.0
0827503212,,4320.0
0827503213,,1997.0
082750501,5207.0,7089.0
082750511,2198.0,2841.0
082750513,5596.0,6488.0
082750515,3001.0,2995.0
083810101,27049.0,36021.0
083810103,23897.0,31800.0
083810105,112450.0,126207.0
083810107,25920.0,29851.0
083810109,19012.0,20181.0
083810301,11616.0,11258.0
083810303,8693.0,7188.0
083810305,9653.0,5977.0
0838103072,,7684.0
0838103073,,2990.0
0838103092,,18164.0
0838103093,,10381.0
083810311,7924.0,5765.0
083810313,6318.0,5032.0
0838105012,,7593.0
0838105013,,9497.0
0838105032,,18862.0
0838105033,,4188.0
083810505,10448.0,9623.0
083810507,8835.0,7331.0
0838105092,,16470.0
0838105093,,6909.0
0838105112,,9439.0
0838105113,,10994.0
083810513,11725.0,11815.0
0838105152,,1102.0
0838105153,,25480.0
083810517,9502.0,9001.0
0838105192,,15666.0
0838105193,,9211.0
083810701,4432.0,3413.0
083810703,2058.0,1619.0
0838107052,,13732.0
0838107053,,5266.0
083810707,9061.0,10496.0
083810709,8483.0,8113.0
083810711,4303.0,3666.0
083810713,18548.0,22173.0
0838107152,,5356.0
0838107153,,4532.0
0838107172,,5990.0
0838107173,,4050.0
083810901,6439.0,5337.0
0838109032,,10445.0
0838109033,,10446.0
083810905,7532.0,7158.0
083810907,11324.0,10504.0
083810909,10594.0,7527.0
083810911,13990.0,11288.0
0838109132,,2793.0
0838109133,,13229.0
083810915,4958.0,3232.0
083810917,6630.0,6921.0
083810919,7464.0,6342.0
0838109212,,6848.0
0838109213,,3555.0
083810923,7172.0,6161.0
0838109252,,12749.0
0838109253,,2188.0
083810927,11491.0,11541.0
0838109292,,8158.0
0838109293,,2126.0
084110111,6663.0,8919.0
084110119,1641.0,1151.0
084110123,357278.0,400738.0
084110701,14766.0,16494.0
084110703,5727.0,5082.0
084110705,7509.0,7104.0
084110707,2311.0,1922.0
084110709,10139.0,23896.0
084110711,5506.0,4832.0
084110717,3840.0,3526.0
084110719,3683.0,3436.0
085330113,4477.0,4596.0
085330115,30789.0,34767.0
085330133,57956.0,80024.0
085330305,2186.0,2471.0
085330315,3487.0,2174.0
085330317,11580.0,13863.0
085330319,10260.0,9759.0
085330703,10265.0,9210.0
085330709,9400.0,7435.0
085330713,6435.0,6378.0
085330721,7839.0,7452.0
085330901,12706.0,14202.0
085330907,5800.0,6732.0
085330911,7112.0,7699.0
091410101,91970.0,95539.0
091410103,179296.0,180394.0
091410107,254456.0,218918.0
091410111,220426.0,186754.0
091410113,166274.0,145928.0
091410121,139323.0,155489.0
091410123,99210.0,104310.0
091410125,174635.0,156501.0
091410131,235134.0,323944.0
091410141,188118.0,253600.0
091410151,153118.0,165324.0
091410153,134697.0,289253.0
091410161,195753.0,163052.0
091410163,129655.0,122827.0
091410171,167909.0,207624.0
091410173,183195.0,176983.0
091410181,3956.0,3365.0
093550103,11669.0,14712.0
093550105,5796.0,11710.0
093550301,16184.0,23322.0
0935503032,,5601.0
0935503033,,47261.0
093550305,12825.0,20245.0
093710101,170063.0,188619.0
093710103,27741.0,41853.0
0937103012,,18233.0
0937103013,,11490.0
093710303,26099.0,40311.0
093710305,7753.0,9368.0
093710307,10410.0,12412.0
093850103,9989.0,12696.0
0938503012,,44866.0
0938503013,,13453.0
0938503014,,33940.0
093850303,45177.0,115367.0
093850305,12016.0,15797.0
102910101,88839.0,105088.0
102910103,11433.0,12172.0
102910105,49918.0,69640.0
102910301,11685.0,10236.0
102910303,10102.0,10224.0
102910305,6110.0,5232.0
102910307,18273.0,19461.0
102910309,14699.0,13404.0
102910311,13483.0,16698.0
102910313,9119.0,8051.0
102910315,9397.0,8740.0
102910317,15231.0,18587.0
102910501,2427.0,2213.0
102910503,12320.0,10676.0
102910505,4853.0,4454.0
102910507,6887.0,6572.0
1029105092,,2981.0
1029105093,,9190.0
1029105112,,9554.0
1029105113,,9460.0
1029105132,,8247.0
1029105133,,3584.0
102910701,11836.0,11411.0
102910705,14872.0,12371.0
102910707,16778.0,15506.0
102910709,7205.0,6429.0
102910711,13967.0,12560.0
102910713,10597.0,11075.0
102910715,6479.0,5603.0
102910901,10573.0,10151.0
102910903,5077.0,4915.0
102910905,5341.0,5514.0
102910907,4359.0,4396.0
102910909,6889.0,6562.0
102910911,13645.0,14705.0
102910913,12508.0,13654.0
102910915,6909.0,7200.0
1029109172,,5415.0
1029109173,,9884.0
104210101,74006.0,90568.0
104210103,170138.0,172863.0
104210105,146488.0,128425.0
104210106,25070.0,27323.0
104210107,8080.0,6452.0
104210109,199675.0,202301.0
104410103,114120.0,140383.0
104410105,102142.0,103165.0
104410106,74930.0,163672.0
104410107,83777.0,118233.0
104410109,204881.0,234733.0
104410301,19959.0,19706.0
1044103032,,34279.0
1044103033,,9314.0
105010101,13708.0,25105.0
105010103,6386.0,9245.0
105010105,29599.0,43025.0
105010107,130793.0,225497.0
105010301,4637.0,5999.0
105010303,8204.0,10530.0
105010311,19285.0,28773.0
105010501,15513.0,17688.0
105010503,6665.0,14488.0
105010505,10011.0,12912.0
111810101,32739.0,36722.0
111810103,119083.0,144440.0
111810105,10540.0,15267.0
111810107,34225.0,39593.0
111810109,10310.0,11896.0
111810301,26160.0,28939.0
111810303,23358.0,34607.0
111810305,15301.0,16879.0
111810307,15183.0,15938.0
111810309,19415.0,20239.0
1118103112,,25088.0
1118103113,,3597.0
1118105012,,34428.0
1118105013,,6482.0
1118105014,,3889.0
1118105015,,981.0
111810503,18518.0,21779.0
111810505,20889.0,22342.0
111810507,25090.0,27475.0
